delta_abs_error,Solvent_Name
0.2428126335144043,NMP
0.1955628395080566,NMP
0.3381270170211792,NMP
0.3330109119415283,NMP
0.2047865390777588,NMP
0.1582475900650024,NMP
-0.3537181615829468,DMSO
-0.1844809055328369,DMSO
-0.2461929321289062,DMSO
-0.2382940053939819,DMSO
-0.1091101765632629,DMSO
-0.0259940028190613,DMSO
-0.1260232925415039,Ethylene glycol
-0.1490025520324707,Ethylene glycol
-0.2226599454879761,Ethylene glycol
-0.2459465265274049,Ethylene glycol
-0.2639282941818237,Ethylene glycol
-0.2469290494918823,Ethylene glycol
-0.2882930040359497,Ethylene glycol
-0.2502756118774415,Ethylene glycol
-0.2156497240066529,Ethylene glycol
-0.1962658166885376,Ethylene glycol
