Solvent_Name,MolLogP,TPSA,HDonors,HAcceptors,MolWt,sig2,sig3,M_hb_acc,M_hb_don,pos_area_frac
DMSO,-0.96981225842736,-0.0957731782281406,-0.7566361729140468,-0.0369106735262779,-0.4232031715993774,1.0299763572686207,-2.512628979231357,4.086561045550313,-0.4952350192214453,1.2723303815550773
NMP,-0.7534041555406085,0.1611626725187526,-0.7566361729140468,-0.0369106735262779,0.3192791825737883,0.2479784147801477,-1.4546510519312623,2.4064592549681847,-0.4952350192214453,1.4188967087602815
Cyclohexane,1.111662807427625,-1.4494444659594583,-0.7566361729140468,-1.3287842469460118,-0.2101156511799125,-0.9765710964063612,-0.0269380953078578,-0.5184230901737286,-0.4952350192214453,-1.5362210015017346
Ethylene glycol,-1.8781229387273504,1.7590816208366231,2.8960901790847995,1.254962899893456,-0.9913894109123468,1.529239924390889,1.7392743252002951,-0.5184230901737286,1.8911196173510505,0.0643453090305293
n-Propyl acetate,-0.1137624935026447,0.6361767916464969,-0.7566361729140468,1.254962899893456,0.4253632451788979,-0.0741169870363559,-0.7823785124975822,0.7642390420594481,-0.4952350192214453,1.2674495279560427
