LogS,split
-0.1282975293923927,training/common sample
-2.2450586503391587,training/common sample
1.0421105131222594,training/common sample
0.4955855409890092,training/common sample
0.3749660711266395,training/common sample
-2.8568653257306775,training/common sample
-4.154430502269436,training/common sample
-0.7756575042804329,training/common sample
0.1406531208436121,training/common sample
-0.4390727056242144,training/common sample
-1.2456840681940575,training/common sample
0.6717737017001616,training/common sample
-0.4319080461379566,training/common sample
-0.2402418598018189,training/common sample
-0.6145062499972254,training/common sample
-0.5589058021879899,training/common sample
0.8477083214170723,training/common sample
-2.427166189567829,training/common sample
-1.852410412290254,training/common sample
-0.4074174249571094,training/common sample
-1.0826322349541728,training/common sample
-0.0892031003903103,training/common sample
-1.3248937430222996,training/common sample
0.0974678511021027,training/common sample
0.4014047004635694,training/common sample
-0.04787116506111,training/common sample
-2.8178370464038807,training/common sample
-1.0287191082931924,training/common sample
-4.64076586702409,training/common sample
-0.3833614372694427,training/common sample
-1.6059427001881033,training/common sample
-4.843903963730084,training/common sample
-2.857205905067184,training/common sample
-0.5398954212563329,training/common sample
-0.5003354232285996,training/common sample
-1.2026751181765352,training/common sample
-1.5125419436125114,training/common sample
-3.900874058376955,training/common sample
-0.3408622259602349,training/common sample
-0.6261444846351283,training/common sample
-2.217357150340278,training/common sample
-1.0007961009433093,training/common sample
-0.995964704978582,training/common sample
-0.6652061482930859,training/common sample
-1.1724587462612237,training/common sample
-2.7976946894428196,training/common sample
-0.6471392011195497,training/common sample
0.2629923116827071,training/common sample
-1.5949001478629266,training/common sample
0.4984286891936985,training/common sample
-0.8468252972507693,training/common sample
-3.718976641026413,training/common sample
0.909359751666739,training/common sample
-0.474121607784079,training/common sample
-3.644363874427922,training/common sample
-0.5696898002572895,training/common sample
-3.0162179452794033,training/common sample
-1.3250146480874314,training/common sample
-0.5352058237238213,training/common sample
-1.0353879383253364,training/common sample
-1.0524107968856018,training/common sample
0.3059225637220594,training/common sample
0.7841025860004587,training/common sample
-0.339870303927591,training/common sample
-0.984689696730952,training/common sample
-1.414725307461275,training/common sample
-4.467022844922907,training/common sample
-1.0151690347949127,training/common sample
-2.7495189550978996,training/common sample
-1.5715968271206615,training/common sample
-0.3557397231441588,training/common sample
-0.638223339478741,training/common sample
-3.0000750646185663,training/common sample
-4.788314846293029,training/common sample
-5.559333644681935,training/common sample
0.0041102028263797,training/common sample
-1.242488804212635,training/common sample
-0.8056669314004565,training/common sample
-3.619895031593843,training/common sample
-3.605838182221692,training/common sample
-0.3224040427843907,training/common sample
0.079071719819378,training/common sample
-0.819075494292833,training/common sample
-0.5261389614872648,training/common sample
-0.2362701387309019,training/common sample
-2.150208773134578,training/common sample
-0.5334291533979272,training/common sample
0.1998587749102436,training/common sample
-2.9899788652716905,training/common sample
-2.131843561396344,training/common sample
-1.2510918907717714,training/common sample
-0.1235542653855819,training/common sample
-2.9755050380768244,training/common sample
0.1024060591912374,training/common sample
-1.0334151206639566,training/common sample
-0.3869920443589459,training/common sample
-0.8842321020122281,training/common sample
0.6759249473676728,training/common sample
-0.4239026210754559,training/common sample
-0.7362015441618072,training/common sample
-1.5373730615049463,training/common sample
-1.004088744286106,training/common sample
-3.0119447510339032,training/common sample
-3.0148146815001073,training/common sample
-0.5504930747970401,training/common sample
-0.6873929592740827,training/common sample
-1.7573469080047892,training/common sample
0.2126193944972176,training/common sample
-1.725621756664987,training/common sample
0.6161512307153604,training/common sample
-1.324639503302626,training/common sample
-1.0585889228463168,training/common sample
0.3041304784946826,training/common sample
0.9345657439920516,training/common sample
-2.423915464457373,training/common sample
0.3487052444084861,training/common sample
-0.36524412560251,training/common sample
0.4528763670396577,training/common sample
-0.2742202919210288,training/common sample
-0.5398306569450791,training/common sample
-0.8671199754082938,training/common sample
-1.3239486252477524,training/common sample
-0.3140433592461433,training/common sample
-2.0941346107741388,training/common sample
0.3566214626579288,training/common sample
0.6606132438340708,training/common sample
-0.4313184335844359,training/common sample
-1.870722703187925,training/common sample
-0.5113145957836368,training/common sample
-1.3937988689992844,training/common sample
-1.0171013015101935,training/common sample
-0.5976496456621394,training/common sample
0.4688366729667028,training/common sample
-2.1864260302146774,training/common sample
-2.6700834235884336,training/common sample
0.9653237141368696,training/common sample
-0.4398580771308943,training/common sample
-0.6542258902279131,training/common sample
-1.8809542076261685,training/common sample
0.0378542002542612,training/common sample
1.0754007915113597,training/common sample
-1.3549591547482478,training/common sample
-1.0200947055284435,training/common sample
-1.4950772320909214,training/common sample
-2.25657184116933,training/common sample
-0.6425046755086621,training/common sample
-2.8550800359896695,training/common sample
-1.8795514197845613,training/common sample
-1.8241330003783915,training/common sample
-0.6121513832222915,training/common sample
-0.5042658622157846,training/common sample
-0.2459594008665726,training/common sample
-0.0062505920390843,training/common sample
0.1900722020380756,training/common sample
-0.6307199227748854,training/common sample
-1.6443918110777904,training/common sample
-1.086921163628004,training/common sample
0.5077972970274516,training/common sample
0.4545207686238516,training/common sample
0.571094139548266,training/common sample
-2.002906489486328,training/common sample
-1.4886591315823707,training/common sample
-1.3934205819016048,training/common sample
-0.44125340934491,training/common sample
-0.8867993114582579,training/common sample
-0.3596528854116955,training/common sample
0.9435018264233648,training/common sample
-1.3590585273657991,training/common sample
-0.7955469351253535,training/common sample
-2.4710524838632875,training/common sample
0.0125336728884283,training/common sample
-1.4541831822947835,training/common sample
0.0127187674883859,training/common sample
-3.946594975324155,training/common sample
-1.6599553299797454,training/common sample
0.2184757406865034,training/common sample
-0.1817853039679814,training/common sample
-0.6740416033802384,training/common sample
-1.3766367598073648,training/common sample
-0.6949774545731205,training/common sample
0.2245430932699152,training/common sample
-1.865660922211282,training/common sample
1.0064361833275457,training/common sample
-0.5724337043214758,training/common sample
0.3455068279786955,training/common sample
-1.6701710147401696,training/common sample
-0.0448110941729983,training/common sample
-0.2565403652038701,training/common sample
-1.5599109422197428,training/common sample
-0.6585920228614545,training/common sample
0.077376047050743,training/common sample
-0.5362737031704593,training/common sample
-0.7847763651303162,training/common sample
-0.5689746156623186,training/common sample
-1.8712651089437171,training/common sample
-1.827279510487131,training/common sample
-0.4235258486930839,training/common sample
-1.182834154993141,training/common sample
-0.4096275203712152,training/common sample
-0.3850038691473405,training/common sample
0.1799571058743491,training/common sample
0.3237243306269503,training/common sample
-0.9837606911102884,training/common sample
-1.1904890485319688,training/common sample
0.6015785271164231,training/common sample
-1.5883316886140049,training/common sample
-1.7408879704089808,training/common sample
-2.5235000663597913,training/common sample
-0.486306833726748,training/common sample
-1.837029750987431,training/common sample
0.3210703520305281,training/common sample
-1.132737349093237,training/common sample
0.12160305656954,training/common sample
-0.2514502058268631,training/common sample
-0.6567584086488512,training/common sample
-3.8469838798661993,training/common sample
-0.8418879493273113,training/common sample
-1.1301679223748629,training/common sample
-1.710387022853264,training/common sample
-0.358922955719725,training/common sample
0.7291766456818903,training/common sample
-0.3131383158575335,training/common sample
0.3482764926970022,training/common sample
-0.2877927368987483,training/common sample
-3.0826129946934135,training/common sample
0.2458557467788073,training/common sample
-2.2379316871142088,training/common sample
0.5967216602257,training/common sample
-1.2181534950487605,training/common sample
-0.4607289238645152,training/common sample
-0.765348028447232,training/common sample
-0.440435992855597,training/common sample
0.1783582855972021,training/common sample
0.6177235924509696,training/common sample
-0.1484512406867033,training/common sample
-2.211352294415021,training/common sample
-0.987655021231264,training/common sample
-0.9078037646714492,training/common sample
-0.4365237179030803,training/common sample
-0.6708476583530315,training/common sample
-2.3684599615725364,training/common sample
-0.649527652824764,training/common sample
-0.8163369904183142,training/common sample
-0.2070879493881504,training/common sample
-1.05339029633366,training/common sample
-1.4933893514085423,training/common sample
-0.2872269730532519,training/common sample
-1.1372998948709956,training/common sample
-1.3571911031869388,training/common sample
-0.9625030198986732,training/common sample
-0.3796936695765538,training/common sample
-0.2282877131419648,training/common sample
-0.4007130602645222,training/common sample
-1.457421562265511,training/common sample
-3.4667136530567446,training/common sample
-2.804773855398472,training/common sample
-0.014781054769728,training/common sample
0.55136448803702,training/common sample
-3.6060174431177474,training/common sample
-1.153327778562841,training/common sample
-1.588103167277737,training/common sample
-0.2938860833040171,training/common sample
-2.8669183303568126,training/common sample
-1.571096439106537,training/common sample
-3.448090004198563,training/common sample
-2.406823116248329,training/common sample
-0.0369954803006215,training/common sample
-0.1569929022244931,training/common sample
-0.2347214414544093,training/common sample
0.1730595884416375,training/common sample
-3.359287721324384,training/common sample
-0.2508383521171763,training/common sample
-1.634947889915737,training/common sample
-1.864549682363699,training/common sample
0.0823862198799269,training/common sample
-1.6495659960531264,training/common sample
-0.4232533850114342,training/common sample
-1.7493845701100417,training/common sample
-0.282257567746922,training/common sample
-1.6568392746552123,training/common sample
-1.6480455917467456,training/common sample
-0.7494635202618235,training/common sample
0.7231661993486003,training/common sample
0.6794557678497901,training/common sample
-0.4611602427425747,training/common sample
0.0552114131685793,training/common sample
-0.2216124228983552,training/common sample
0.2212992040757024,training/common sample
-1.2748190300777833,training/common sample
-1.8498898701626048,training/common sample
-0.2928261773928939,training/common sample
-1.456985954483106,training/common sample
-1.352004522679082,training/common sample
-1.8360826091154363,training/common sample
1.003835007450525,training/common sample
-1.7265054238007145,training/common sample
-1.503790647411871,training/common sample
0.1972675836777253,training/common sample
-0.9097314038730854,training/common sample
-1.2776642224057624,training/common sample
-3.762076327593512,training/common sample
-0.6898099771829768,training/common sample
-2.010325629417125,training/common sample
-0.9089129252569692,training/common sample
-1.9266425889180792,training/common sample
-0.0374549440434541,training/common sample
-2.7212229223470676,training/common sample
-0.1494473834175181,training/common sample
0.5642241967258003,training/common sample
-1.5515610713088392,training/common sample
-1.6933134177392657,training/common sample
-1.4271472708715172,training/common sample
0.015362239810507,training/common sample
-1.013431346097904,training/common sample
-0.7300648482243771,training/common sample
-0.6216857211838059,training/common sample
0.2872059591696463,training/common sample
-1.5804366366583746,training/common sample
-0.2063533537542583,training/common sample
0.3584594026351257,training/common sample
-0.3730217467425396,training/common sample
-2.698551022959964,training/common sample
0.1256714170727452,training/common sample
-1.5388658344173185,training/common sample
-2.1509879505904097,training/common sample
-1.4284481597140342,training/common sample
-1.5114474795727502,training/common sample
-1.669468257594585,training/common sample
-3.652832216339573,training/common sample
-1.03669795246458,training/common sample
1.0357621756008293,training/common sample
0.7207551721632792,training/common sample
-0.0838165053824275,training/common sample
-0.4609076025983297,training/common sample
-0.758834750469113,training/common sample
-2.7473046094968008,training/common sample
0.2787868450166505,training/common sample
-1.0273241430211049,training/common sample
0.3835070534040085,training/common sample
0.7292726665378118,training/common sample
-0.1623423007622442,training/common sample
0.2743610074505622,training/common sample
-3.30096535952988,training/common sample
-0.3955264118636127,training/common sample
-0.6058732934509514,training/common sample
-0.6725898981762788,training/common sample
-0.2415396837499723,training/common sample
-2.533190059389649,training/common sample
-0.197268846783787,training/common sample
0.6276514812191694,training/common sample
0.1187856674874819,training/common sample
-4.310184112165573,training/common sample
-1.830389860147991,training/common sample
-0.0611492289300904,training/common sample
-0.0675303069881171,training/common sample
-3.4937228232171766,training/common sample
-4.027679906032588,training/common sample
-0.3360625331413026,training/common sample
0.0489592949441374,training/common sample
0.5653232240570354,training/common sample
-0.1799439234928807,training/common sample
0.4095689442553101,training/common sample
-1.00669567059229,training/common sample
-1.7374328406719022,training/common sample
-0.4619305961564831,training/common sample
-1.3443442340924308,training/common sample
-0.0246304527422472,training/common sample
-1.8139512213927105,training/common sample
0.8252774460135152,training/common sample
-0.0023733170806088,training/common sample
-1.777616990610842,training/common sample
-2.334791275215642,training/common sample
-0.5902870141069922,training/common sample
-0.827303792123579,training/common sample
-0.5706770527474,training/common sample
0.2183409934122186,training/common sample
1.3146297875807518,training/common sample
-2.801149211350346,training/common sample
-1.598952822607482,training/common sample
-0.4226212551613989,training/common sample
-1.2933741156271077,training/common sample
-3.046779030132501,training/common sample
1.5803164781434125,training/common sample
-2.2127609880142014,training/common sample
-3.32542059653901,training/common sample
-3.7120279150661015,training/common sample
-0.9311281942962248,training/common sample
-1.9938723234405424,training/common sample
-0.9836887350747217,training/common sample
-2.3018202488590935,training/common sample
-0.4989995646950779,training/common sample
-0.7330401072661383,training/common sample
-0.3979392068705957,training/common sample
-0.1404048221580853,training/common sample
-0.9301136337884922,training/common sample
-3.467685576464476,training/common sample
-0.8081647351034337,training/common sample
-1.5680917839616486,training/common sample
-0.5435056756687776,training/common sample
-0.3970672607726208,training/common sample
-0.3955756614523727,training/common sample
0.1274178970352224,training/common sample
0.0476952525315858,training/common sample
-1.4387613709661509,training/common sample
-0.3171607932752026,training/common sample
-0.071152160341373,training/common sample
0.0051965309092487,training/common sample
-0.2925919212255518,training/common sample
-1.636585599848192,training/common sample
1.1355960276274202,training/common sample
-1.2746770963684984,training/common sample
0.3985873475346624,training/common sample
-1.1267450277249278,training/common sample
0.4168458950867348,training/common sample
-1.1332987111230268,training/common sample
-0.6507221280000611,training/common sample
-0.5739167729550889,training/common sample
-0.8437426878849051,training/common sample
-0.4945832528062098,training/common sample
-0.7700704643956912,training/common sample
-0.9654031800386312,training/common sample
-0.5539037460950378,training/common sample
-0.6343533459931261,training/common sample
-0.0773681871822367,training/common sample
-1.8960147469972055,training/common sample
-2.8273959962260102,training/common sample
-0.2937137504429077,training/common sample
0.4196193870385025,training/common sample
-0.6778925113368243,training/common sample
-0.6043859426847797,training/common sample
-1.2617877176120222,training/common sample
-0.2366266610114988,training/common sample
0.2869077324899529,training/common sample
-0.729454489045093,training/common sample
-1.9852011905600209,training/common sample
-0.4694975719525051,training/common sample
0.731603909937434,training/common sample
-0.6629581700315723,training/common sample
-2.3221443651490685,training/common sample
-5.095236925022746,training/common sample
0.6758591940029448,training/common sample
0.8542427866544634,training/common sample
0.0490979742691527,training/common sample
-0.9411953630641472,training/common sample
0.3739847242593735,training/common sample
-0.5165120614504692,training/common sample
0.3011797981955026,training/common sample
-0.4062633080789827,training/common sample
-3.528120097303777,training/common sample
-1.18425976884001,training/common sample
-1.7390508127091564,training/common sample
-2.885149510665828,training/common sample
-0.8164697320242223,training/common sample
-1.929160493852505,training/common sample
-1.2275662826762015,training/common sample
-2.849551846596736,training/common sample
-3.3977387127911114,training/common sample
-2.1075767427299374,training/common sample
0.5358769774456997,training/common sample
-2.2179754548960218,training/common sample
-0.679530168002991,training/common sample
-1.4886081117929413,training/common sample
-1.0710429604911864,training/common sample
-1.6803031639775905,training/common sample
0.310668193224229,training/common sample
-2.88010690383809,training/common sample
-0.8991522350337467,training/common sample
-3.0874012962154698,training/common sample
-1.6204655918460134,training/common sample
-0.6000910767480624,training/common sample
-1.662599945467227,training/common sample
-2.5389413483718664,training/common sample
0.0647537291955871,training/common sample
-1.9398315644192785,training/common sample
0.1230043592319713,training/common sample
-0.113094498869351,training/common sample
0.2110653246281547,training/common sample
-2.9294838912078163,training/common sample
-1.5748314994210169,training/common sample
0.0449444006010907,training/common sample
-0.4613236082270149,training/common sample
-1.4374250145300589,training/common sample
-1.884045062718978,training/common sample
-0.419039446861118,training/common sample
-2.7256797276831186,training/common sample
0.397936866092717,training/common sample
-1.3555887280486036,training/common sample
-2.7886350933504573,training/common sample
0.1486939766678555,training/common sample
-0.2159315278460086,training/common sample
0.209210099211098,training/common sample
-1.4638179921057897,training/common sample
-2.5899644581708654,training/common sample
-2.1786345611382067,training/common sample
-1.3099808812297156,training/common sample
0.2266339272336717,training/common sample
0.1355488054544499,training/common sample
-0.6528149036914745,training/common sample
0.4757703717185843,training/common sample
-1.576048453579306,training/common sample
-0.6196284778281992,training/common sample
-0.7924694291202665,training/common sample
0.539734819836333,training/common sample
-0.3342618944446721,training/common sample
-2.364439672166082,training/common sample
-0.1936404498823827,training/common sample
-1.051803253762114,training/common sample
-0.2854478639463501,training/common sample
-0.0061111603950298,training/common sample
-0.7398252002865024,training/common sample
-0.3138903862382254,training/common sample
0.6359953833050828,training/common sample
-0.0649888045395707,training/common sample
-0.5828270315282343,training/common sample
-1.7372103381237949,training/common sample
-1.5634383492508854,training/common sample
0.138514032095145,training/common sample
-1.0378178695620504,training/common sample
0.6474010188946122,training/common sample
-3.7602188774600154,training/common sample
-0.6320647958468338,training/common sample
-1.9474161860658203,training/common sample
-3.9022561166334233,training/common sample
0.1411732866315194,training/common sample
-2.9371504174241627,training/common sample
-0.5265421872539892,training/common sample
-0.111606839049951,training/common sample
0.5192480419837713,training/common sample
-0.7273807586516927,training/common sample
-5.790058445346758,training/common sample
-0.6401641299565592,training/common sample
0.0586455654416543,training/common sample
-0.2620633015195694,training/common sample
0.2444830351463509,training/common sample
-1.0454310033065453,training/common sample
-2.2697977870460875,training/common sample
-1.9338958251086893,training/common sample
0.3752078409425853,training/common sample
1.0519852809107406,training/common sample
0.4984555844829107,training/common sample
-0.6227064356181665,training/common sample
-1.6758187847115769,training/common sample
0.0349641999343846,training/common sample
0.2234943238399317,training/common sample
-0.4301155716449544,training/common sample
-1.4793090336349612,training/common sample
-4.706613061491554,training/common sample
-3.0597711771450244,training/common sample
-2.342131350679884,training/common sample
0.2341437605322869,training/common sample
-1.5541513381717909,training/common sample
-0.4786219953982365,training/common sample
-2.987603826622727,training/common sample
-0.7115150289717822,training/common sample
-1.0667897595145133,training/common sample
-0.9076031946499478,training/common sample
-0.9895671062701348,training/common sample
-1.0424443029823134,training/common sample
-0.5806195849401751,training/common sample
-2.8023185226283007,training/common sample
-0.258618600103517,training/common sample
-0.565493603509186,training/common sample
0.2216224482806149,training/common sample
-2.3735613089073913,training/common sample
-0.0297735680503547,training/common sample
-4.195660379466502,training/common sample
0.3650026933782989,training/common sample
-1.0689799096224517,training/common sample
-1.0195606740416636,training/common sample
0.4149709493343605,training/common sample
-0.7249880070498943,training/common sample
-1.4356648399529643,training/common sample
0.580576593264753,training/common sample
-1.436321408173486,training/common sample
-1.291835221420974,training/common sample
0.7551352970540764,training/common sample
-0.3661730679373278,training/common sample
-1.2911626499199855,training/common sample
-2.473122967429287,training/common sample
-1.5936064683102094,training/common sample
-1.8295599318074345,training/common sample
0.3471923617315745,training/common sample
-1.722258990062408,training/common sample
-1.1824590002114663,training/common sample
-0.9102779109268684,training/common sample
0.7534980321403333,training/common sample
-1.0472834396267017,training/common sample
-0.8682351337709642,training/common sample
-2.351663669349424,training/common sample
0.0749288817045622,training/common sample
0.2742169898272922,training/common sample
-2.7677265511290146,training/common sample
-1.910198609257037,training/common sample
-1.7738173106043258,training/common sample
-4.5213261708195835,training/common sample
1.098807830768465,training/common sample
0.2037554828764199,training/common sample
-0.4471173244681467,training/common sample
0.1049641382079797,training/common sample
-1.106864747055332,training/common sample
-0.1678886884825583,training/common sample
-1.9461265553006568,training/common sample
-1.589000283298,training/common sample
0.9640955458669634,training/common sample
-2.1913259036742874,training/common sample
-2.1491293924507175,training/common sample
-0.1789580108819771,training/common sample
0.4086314145333295,training/common sample
-2.893555532672957,training/common sample
-1.97364201603944,training/common sample
-2.0441539499995405,training/common sample
-0.2863751858761848,training/common sample
-0.8801990265180243,training/common sample
0.5699503841669612,training/common sample
0.2614869649882853,training/common sample
-0.3657687211244491,training/common sample
0.6656229595610844,training/common sample
-0.9428182966029066,training/common sample
0.9634234307133176,training/common sample
-0.2814326791811256,training/common sample
-1.3629338954498107,training/common sample
0.6399644772790896,training/common sample
-0.5227395970657409,training/common sample
-0.4543750898611703,training/common sample
-0.1540002270752401,training/common sample
-3.6774162663715058,training/common sample
-4.319847240961738,training/common sample
-1.497048802146876,training/common sample
-1.446729984028422,training/common sample
-0.3324092590089513,training/common sample
-1.4197904464714803,training/common sample
-0.3159895511509951,training/common sample
-0.2455746003557138,training/common sample
-0.8263471978865184,training/common sample
0.0108369867864194,training/common sample
-1.177406026635928,training/common sample
1.3647571353049848,training/common sample
0.3977517414924532,training/common sample
-1.5602925050463614,training/common sample
-0.7993115564154265,training/common sample
-1.8350481612619551,training/common sample
0.1234738299748679,training/common sample
-0.3563783130531598,training/common sample
-1.5148679352369565,training/common sample
-0.487079375052745,training/common sample
-0.7935382625835299,training/common sample
0.2324619466521867,training/common sample
-1.6250302220804584,training/common sample
-1.2545258243698263,training/common sample
-4.226630363356252,training/common sample
-2.6551687209466284,training/common sample
1.6237861839314112,training/common sample
-1.4968000160126331,training/common sample
-1.0605205497243648,training/common sample
-2.7268107386242315,training/common sample
-0.1506654420984713,training/common sample
-1.30777267704976,training/common sample
-1.973889360433631,training/common sample
-0.2145194744897218,training/common sample
-0.8956625098113986,training/common sample
-1.3848876668017491,training/common sample
-0.3562411062209715,training/common sample
-1.028335614877084,training/common sample
-0.6047027505492923,training/common sample
-0.8448102431043731,training/common sample
-2.049454679070575,training/common sample
0.0591214239756616,training/common sample
-0.9553957168909968,training/common sample
-0.7829413445984599,training/common sample
-1.5008764707156368,training/common sample
-1.8724478429545008,training/common sample
-5.296427078661538,training/common sample
0.3920702207622897,training/common sample
-0.7819003219231706,training/common sample
-3.822298320102337,training/common sample
-2.700784163076144,training/common sample
0.5908671879550021,training/common sample
-0.2002694471197007,training/common sample
1.17206664343636,training/common sample
-0.7987289576250248,training/common sample
-2.110151018486192,training/common sample
-0.4339166015296694,training/common sample
-1.6021382940500606,training/common sample
-2.613024113986735,training/common sample
-0.6851896244458916,training/common sample
1.277331306912518,training/common sample
-3.3642941114461182,training/common sample
-0.8122261838998991,training/common sample
-2.489027008422177,training/common sample
-2.16574500302191,training/common sample
0.7864857370625784,training/common sample
-0.6240109612370176,training/common sample
-0.6022817575122431,training/common sample
-0.4808940160951181,training/common sample
-2.382656153155717,training/common sample
-0.909930528362505,training/common sample
-0.0070277479073905,training/common sample
-0.6844034246844729,training/common sample
-2.006277885584994,training/common sample
-3.6053791995533366,training/common sample
-2.291757602330808,training/common sample
-1.790928415002965,training/common sample
-0.3995369932993484,training/common sample
-2.5528429952966545,training/common sample
0.1378206698730997,training/common sample
0.2585798845990881,training/common sample
0.4408621127912526,training/common sample
0.3061313149950855,training/common sample
-2.254463917106674,training/common sample
-1.0918310948384826,training/common sample
-2.974562653894929,training/common sample
-1.0591212483148524,training/common sample
-1.228417661081762,training/common sample
-0.7816681421859638,training/common sample
-1.1358670989477535,training/common sample
-0.3572132860666861,training/common sample
-0.4442267971202407,training/common sample
-1.4029051244957134,training/common sample
0.4312033531605743,training/common sample
-0.1045794603604616,training/common sample
-2.1400050754815387,training/common sample
-2.872992732265406,training/common sample
-1.8434687891029005,training/common sample
-1.251560420869397,training/common sample
0.5856984251458169,training/common sample
-1.0428344068564872,training/common sample
0.2917616608938367,training/common sample
-2.621956738595937,training/common sample
-0.0716731285471915,training/common sample
0.2433136797181532,training/common sample
-0.9627516082388076,training/common sample
-0.8911898434099362,training/common sample
-0.8928627452692741,training/common sample
-2.2387913365248227,training/common sample
-0.0752189586888913,training/common sample
1.210404794459493,training/common sample
0.3986415221885601,training/common sample
-2.1317365803812307,training/common sample
-0.9930149279180398,training/common sample
-0.0077954015658809,training/common sample
-2.7943598370714477,training/common sample
0.4854299078090189,training/common sample
-2.760617303807734,training/common sample
-0.1585171131283505,training/common sample
-2.4824762363652355,training/common sample
-3.933031048136366,training/common sample
-0.8099762474194935,training/common sample
-2.741069715200354,training/common sample
-1.0378602081811974,training/common sample
-1.860950201398108,training/common sample
-0.9363969465897368,training/common sample
0.9012566095913912,training/common sample
-1.449777446905255,training/common sample
-0.097364379486898,training/common sample
-1.702221166704809,training/common sample
-0.1130719671296632,training/common sample
-0.493952660565691,training/common sample
1.112741013695625,training/common sample
-1.6709228078503835,training/common sample
-1.1202971777047417,training/common sample
-1.983190928843235,training/common sample
-2.8691845709441193,training/common sample
-0.995912992028391,training/common sample
-0.9246021649606354,training/common sample
-2.3348352126001433,training/common sample
-0.9443193938539688,training/common sample
-1.3683170183134317,training/common sample
-2.356526935304787,training/common sample
-0.2376008463647613,training/common sample
-2.747208206590107,training/common sample
-0.1085022912585974,training/common sample
-0.8291911548795363,training/common sample
-0.2621077261637307,training/common sample
0.2194414655323672,training/common sample
-4.103457518675996,training/common sample
-2.2536819641092256,training/common sample
-4.228094219926882,training/common sample
-2.1896913056327416,training/common sample
0.3746893096705225,training/common sample
-1.8381084503431844,training/common sample
-1.2557593888854914,training/common sample
-3.2813264939618807,training/common sample
-2.6978558105542825,training/common sample
-0.0580679260796361,training/common sample
-0.6632265516561063,training/common sample
-0.5697422867276905,training/common sample
-0.4881687419661252,training/common sample
0.8589812143220462,training/common sample
0.2866415147870206,training/common sample
-2.013968937758963,training/common sample
0.1358640066804789,training/common sample
-1.1789992734004415,training/common sample
0.2611661536659489,training/common sample
-0.688087019889714,training/common sample
2.0051062412088956,training/common sample
-2.3484933065413833,training/common sample
0.4455413340556389,training/common sample
-2.011642894435331,training/common sample
-3.038290569485266,training/common sample
-1.270472955230947,training/common sample
-0.1307909539515426,training/common sample
-1.7270982149631136,training/common sample
-0.9004974272333377,training/common sample
-0.9694622879545152,training/common sample
0.0546570654332951,training/common sample
0.2100610008820706,training/common sample
-0.8091286026312016,training/common sample
-1.0580740746596444,training/common sample
-2.0116066956987213,training/common sample
-3.1462196963083224,training/common sample
0.8023807751596831,training/common sample
-0.804330601079455,training/common sample
-0.6028038483942527,training/common sample
-1.947823224647579,training/common sample
-3.463858643999674,training/common sample
-1.1092500735614066,training/common sample
-1.8292835330007984,training/common sample
-0.1980585121185981,training/common sample
-1.1073119993200289,training/common sample
-0.8554316818529739,training/common sample
-0.9824797812843848,training/common sample
-0.3193254208773521,training/common sample
0.0827044591477461,training/common sample
-3.94068393317226,training/common sample
-0.4352561609115385,training/common sample
-0.1363671880260112,training/common sample
-1.0401049227176624,training/common sample
-0.4020278028457791,training/common sample
-1.4062882709435318,training/common sample
-1.5877177753199232,training/common sample
-0.9571252146084304,training/common sample
0.4957768734197562,training/common sample
-2.30193609761429,training/common sample
-3.2390487275118867,training/common sample
-3.8350771015761382,training/common sample
0.6357778873065764,training/common sample
-0.6610574370158672,training/common sample
-2.187139451477473,training/common sample
-0.3670549821578681,training/common sample
-1.3261984459893652,training/common sample
-0.1206228931531101,training/common sample
0.1089868163911426,training/common sample
-4.651135933255295,training/common sample
-1.375307208844867,training/common sample
0.0531005953090199,training/common sample
-1.7416030635701676,training/common sample
-0.6571098630816419,training/common sample
-2.413032015622596,training/common sample
0.639156323701886,training/common sample
0.8441265969680616,training/common sample
-0.3280569517787188,training/common sample
-1.3633994736145971,training/common sample
-0.7105953898743402,training/common sample
-0.1783142312659661,training/common sample
0.4074368014778347,training/common sample
-1.0325550853786098,training/common sample
-2.860011792896648,training/common sample
-1.9142973498496487,training/common sample
0.0836598812490129,training/common sample
-1.1453472000774112,training/common sample
-0.5896631787843997,training/common sample
-1.8273442221477547,training/common sample
0.0828575177447258,training/common sample
0.7339373284232696,training/common sample
-0.3763357167860762,training/common sample
-0.4280795132174145,training/common sample
-1.1389921069711162,training/common sample
0.119984588785165,training/common sample
-0.2861668958150586,training/common sample
-0.5613451451795771,training/common sample
0.623937732469845,training/common sample
0.0823066549112666,training/common sample
0.7751164774371931,training/common sample
-1.1906695270557344,training/common sample
-0.4861031003644623,training/common sample
-1.5706873526180014,training/common sample
-1.1393111104821845,training/common sample
-1.936450357167387,training/common sample
-1.763127363755938,training/common sample
-1.624254096006838,training/common sample
-0.3662919799387891,training/common sample
0.1623639784519245,training/common sample
-0.5626659159858401,training/common sample
-1.3346198427833793,training/common sample
0.7656786688097882,training/common sample
-0.7489432862435044,training/common sample
-2.085861813909778,training/common sample
0.7491175848638285,training/common sample
-0.003442439486799,training/common sample
-0.2037565855582488,training/common sample
0.38849621094401,training/common sample
0.3907051091388669,training/common sample
-4.9215118382519,training/common sample
-0.2194550606436364,training/common sample
-0.2913132998895126,training/common sample
0.6464927145699003,training/common sample
-2.0363727793446222,training/common sample
-1.1508781400330224,training/common sample
-2.445081164174504,training/common sample
0.0224200777657271,training/common sample
