model,feature_count,R2_mean,R2_std,R2_median,MAE_mean,MAE_std,RMSE_mean,RMSE_std
CAT-Solv-47,47,0.9693347334861755,0.0009086978127524796,0.9693805277347565,0.14535374119877814,0.001617694269346024,0.21086775342614222,0.003323905101577029
