model,seed,SMILES_Solvent,Solvent_Name,n_rows,R2,MAE,RMSE
class_cross_top60_valshap,49,OCCO,Ethylene glycol,1111,0.7307743998885603,0.4090369201286414,0.5455583960788873
v1,50,C1CCCCC1,Cyclohexane,1142,0.4947784177930251,0.7878904577994322,1.0163487896022736
v1,50,CN1CCCC1=O,NMP,1049,0.4094634352976333,0.4644436124819437,0.6023988485009959
v1,50,CCCOC(C)=O,n-Propyl acetate,1046,0.9250569713838819,0.15788934114306538,0.2197943555133728
v1,50,CS(C)=O,DMSO,1076,0.4183020180912792,0.6388400297929459,0.7866905486102319
v1,50,OCCO,Ethylene glycol,1111,0.6943040739143926,0.43135731248021014,0.5813369029202587
v2,50,C1CCCCC1,Cyclohexane,1142,0.5643405979023183,0.7466442941710374,0.9437900024251943
v2,50,CN1CCCC1=O,NMP,1049,0.7042420397008012,0.33431863938554,0.42631337434982625
v2,50,CCCOC(C)=O,n-Propyl acetate,1046,0.906660386280521,0.18933795690054528,0.2452922996884515
v2,50,CS(C)=O,DMSO,1076,0.6186626031418966,0.48384988406449253,0.6369566157713401
v2,50,OCCO,Ethylene glycol,1111,0.7321077256145069,0.4072086038926244,0.5442057945941292
class_cross_full98,50,C1CCCCC1,Cyclohexane,1142,0.6181256525758057,0.684851546609792,0.8836129450236951
class_cross_full98,50,CN1CCCC1=O,NMP,1049,0.6893465769963631,0.34011230060559844,0.4369168642266081
class_cross_full98,50,CCCOC(C)=O,n-Propyl acetate,1046,0.9214532877073708,0.1719851683861002,0.22501678799990013
class_cross_full98,50,CS(C)=O,DMSO,1076,0.6529909197973606,0.4644243589790266,0.6076109244022283
class_cross_full98,50,OCCO,Ethylene glycol,1111,0.7217003146941728,0.41021404611885925,0.5546760634340744
class_cross_top33_valshap,50,C1CCCCC1,Cyclohexane,1142,0.6598863996492441,0.6441753328095255,0.8338997167932853
class_cross_top33_valshap,50,CN1CCCC1=O,NMP,1049,0.6717442787537409,0.34921632151369475,0.44912464660984175
class_cross_top33_valshap,50,CCCOC(C)=O,n-Propyl acetate,1046,0.8546411179302419,0.24901969428370535,0.30610590136362253
class_cross_top33_valshap,50,CS(C)=O,DMSO,1076,0.5978802194264908,0.5050099993350241,0.6540830161555923
class_cross_top33_valshap,50,OCCO,Ethylene glycol,1111,0.7013895549244906,0.4144412521094158,0.5745602337461938
class_cross_top47_valshap,50,C1CCCCC1,Cyclohexane,1142,0.6901628118026393,0.61832611314416,0.7959184981226548
class_cross_top47_valshap,50,CN1CCCC1=O,NMP,1049,0.737965273416378,0.3069481795317317,0.4012732059446648
class_cross_top47_valshap,50,CCCOC(C)=O,n-Propyl acetate,1046,0.9100248015868235,0.1891065208560436,0.24083096272309923
class_cross_top47_valshap,50,CS(C)=O,DMSO,1076,0.6659990310094636,0.47001139523779745,0.5961135824916055
class_cross_top47_valshap,50,OCCO,Ethylene glycol,1111,0.717277332808706,0.4156227262371255,0.5590663869276598
class_cross_top60_valshap,50,C1CCCCC1,Cyclohexane,1142,0.6249406007115025,0.6898996947155431,0.8756929510553441
class_cross_top60_valshap,50,CN1CCCC1=O,NMP,1049,0.7305959354058076,0.3190147577212422,0.40687668856138764
class_cross_top60_valshap,50,CCCOC(C)=O,n-Propyl acetate,1046,0.9060265969066805,0.1904144076126146,0.24612367574576546
class_cross_top60_valshap,50,CS(C)=O,DMSO,1076,0.6202537553236953,0.499607447285732,0.6356263576520272
class_cross_top60_valshap,50,OCCO,Ethylene glycol,1111,0.7263286784943577,0.41193365649447206,0.5500443546954221
v1,51,C1CCCCC1,Cyclohexane,1142,0.5255766338573729,0.778056223580788,0.9848835014292483
v1,51,CN1CCCC1=O,NMP,1049,0.4105545916278014,0.4654240989394445,0.6018420538234033
v1,51,CCCOC(C)=O,n-Propyl acetate,1046,0.9214875114002501,0.1624569447444462,0.22496776147640768
v1,51,CS(C)=O,DMSO,1076,0.3432622750311174,0.693056977754792,0.8358938617528063
v1,51,OCCO,Ethylene glycol,1111,0.7225921793837653,0.39858237048939743,0.5537865673356952
v2,51,C1CCCCC1,Cyclohexane,1142,0.5715422486149657,0.7246920437647183,0.9359568542750806
v2,51,CN1CCCC1=O,NMP,1049,0.6871130079189092,0.3457139958157421,0.4384847467515578
v2,51,CCCOC(C)=O,n-Propyl acetate,1046,0.9113055605902006,0.18205834624857797,0.23911075558295086
v2,51,CS(C)=O,DMSO,1076,0.5992134945159558,0.5009132071454899,0.6529977715350391
v2,51,OCCO,Ethylene glycol,1111,0.7351117474259778,0.41565865859057044,0.5411459546819206
class_cross_full98,51,C1CCCCC1,Cyclohexane,1142,0.578183640858753,0.7397064534078462,0.9286745336841121
class_cross_full98,51,CN1CCCC1=O,NMP,1049,0.7163951370367923,0.3322208737553407,0.4174625994793341
class_cross_full98,51,CCCOC(C)=O,n-Propyl acetate,1046,0.9130753198336303,0.18058801265167312,0.23671319427096632
class_cross_full98,51,CS(C)=O,DMSO,1076,0.671118554828138,0.4521112473221451,0.5915273642927595
class_cross_full98,51,OCCO,Ethylene glycol,1111,0.7231395761950365,0.4078249182976859,0.5532399160338648
class_cross_top33_valshap,51,C1CCCCC1,Cyclohexane,1142,0.637115576571711,0.6720447731983291,0.861362559216554
class_cross_top33_valshap,51,CN1CCCC1=O,NMP,1049,0.6498570016675984,0.3608004201130936,0.4638563000817528
class_cross_top33_valshap,51,CCCOC(C)=O,n-Propyl acetate,1046,0.8508720550711966,0.25269612951261566,0.3100490691278031
class_cross_top33_valshap,51,CS(C)=O,DMSO,1076,0.6069998205131786,0.5229891974157829,0.646623566080523
class_cross_top33_valshap,51,OCCO,Ethylene glycol,1111,0.6913624027114742,0.4343433497932749,0.5841272699745511
class_cross_top47_valshap,51,C1CCCCC1,Cyclohexane,1142,0.6549770411710587,0.6534732792452045,0.8398966027592472
class_cross_top47_valshap,51,CN1CCCC1=O,NMP,1049,0.7318595206375154,0.3159511032725818,0.4059213807018002
class_cross_top47_valshap,51,CCCOC(C)=O,n-Propyl acetate,1046,0.9041039941732038,0.19395916408302713,0.248628651577659
class_cross_top47_valshap,51,CS(C)=O,DMSO,1076,0.7008238729068612,0.42991760989683286,0.5641812151692174
class_cross_top47_valshap,51,OCCO,Ethylene glycol,1111,0.7535331010351608,0.3827402346260167,0.521990221606028
class_cross_top60_valshap,51,C1CCCCC1,Cyclohexane,1142,0.6007343894701475,0.7090115448379806,0.903509617072546
class_cross_top60_valshap,51,CN1CCCC1=O,NMP,1049,0.6919654328038736,0.33830652153954976,0.43507132850578384
class_cross_top60_valshap,51,CCCOC(C)=O,n-Propyl acetate,1046,0.9063516817689665,0.19030368198738198,0.24569759562790197
class_cross_top60_valshap,51,CS(C)=O,DMSO,1076,0.6580017935539946,0.4707586924445452,0.6032079660104166
class_cross_top60_valshap,51,OCCO,Ethylene glycol,1111,0.7290660558227713,0.4027362133651711,0.5472865520193015
v1,52,C1CCCCC1,Cyclohexane,1142,0.4715085623444404,0.8181085731410938,1.0394911704368606
v1,52,CN1CCCC1=O,NMP,1049,0.36445835849270936,0.48173781624166706,0.6249319690795543
v1,52,CCCOC(C)=O,n-Propyl acetate,1046,0.9337000877295868,0.1485604150438739,0.20673185050436801
v1,52,CS(C)=O,DMSO,1076,0.39049875656310307,0.659540710054473,0.8052717281789601
v1,52,OCCO,Ethylene glycol,1111,0.7458135336998688,0.4025758490245666,0.5301017999430138
v2,52,C1CCCCC1,Cyclohexane,1142,0.6134768273405041,0.6960620727139148,0.8889750962605583
v2,52,CN1CCCC1=O,NMP,1049,0.6105190498020518,0.38131525249645426,0.4892195984179596
v2,52,CCCOC(C)=O,n-Propyl acetate,1046,0.9159934742936586,0.18234026676958695,0.23270591750069175
v2,52,CS(C)=O,DMSO,1076,0.5828624102919395,0.5203697997757929,0.6661849507691037
v2,52,OCCO,Ethylene glycol,1111,0.7267347390175163,0.4121726120286131,0.5496361383572339
class_cross_full98,52,C1CCCCC1,Cyclohexane,1142,0.5833162532276432,0.7172945895591493,0.9230072393499271
class_cross_full98,52,CN1CCCC1=O,NMP,1049,0.7310978953888765,0.3129191298662428,0.4064974607294258
class_cross_full98,52,CCCOC(C)=O,n-Propyl acetate,1046,0.9262126885147552,0.16766398501387306,0.21809301610932055
class_cross_full98,52,CS(C)=O,DMSO,1076,0.6494311851822422,0.46936544346836334,0.6107195100422549
class_cross_full98,52,OCCO,Ethylene glycol,1111,0.7294102052849681,0.39756904273457194,0.546938850621543
class_cross_top33_valshap,52,C1CCCCC1,Cyclohexane,1142,0.6277678306180317,0.6890369419462025,0.872386183322382
class_cross_top33_valshap,52,CN1CCCC1=O,NMP,1049,0.7662628361024574,0.29846606921150104,0.37898726909263764
class_cross_top33_valshap,52,CCCOC(C)=O,n-Propyl acetate,1046,0.8889167346420401,0.21332218230837605,0.2675932991921
class_cross_top33_valshap,52,CS(C)=O,DMSO,1076,0.5826867468812572,0.5226679100997946,0.6663252066533341
class_cross_top33_valshap,52,OCCO,Ethylene glycol,1111,0.7232951529778945,0.4069201412200894,0.5530844525334174
class_cross_top47_valshap,52,C1CCCCC1,Cyclohexane,1142,0.6545230717675188,0.6436074566530626,0.8404489747264822
class_cross_top47_valshap,52,CN1CCCC1=O,NMP,1049,0.7231998695016149,0.32569617318803123,0.4124239540269301
class_cross_top47_valshap,52,CCCOC(C)=O,n-Propyl acetate,1046,0.9123080177319851,0.18227490280964262,0.23775565694051054
class_cross_top47_valshap,52,CS(C)=O,DMSO,1076,0.6636616448901091,0.45240131595955513,0.5981957896167173
class_cross_top47_valshap,52,OCCO,Ethylene glycol,1111,0.7133127799853557,0.4312280181404159,0.5629725683275781
class_cross_top60_valshap,52,C1CCCCC1,Cyclohexane,1142,0.5936977083698454,0.7128674527327307,0.9114365971029488
class_cross_top60_valshap,52,CN1CCCC1=O,NMP,1049,0.7373788846814696,0.3166076800581493,0.4017219453089523
class_cross_top60_valshap,52,CCCOC(C)=O,n-Propyl acetate,1046,0.9142020729728801,0.1824058763934658,0.2351740036371692
class_cross_top60_valshap,52,CS(C)=O,DMSO,1076,0.6915306462839673,0.43795475375974313,0.5728767089091834
class_cross_top60_valshap,52,OCCO,Ethylene glycol,1111,0.7090518599745703,0.4152555214475979,0.567140758441015
v1,53,C1CCCCC1,Cyclohexane,1142,0.4985239767670536,0.7883376374423299,1.0125743306882773
v1,53,CN1CCCC1=O,NMP,1049,0.4466492512203737,0.46107711439724997,0.5831240953684834
v1,53,CCCOC(C)=O,n-Propyl acetate,1046,0.9254060144759041,0.156886911516042,0.21928191800827723
v1,53,CS(C)=O,DMSO,1076,0.2554573792847037,0.746619749372527,0.8900203480549986
v1,53,OCCO,Ethylene glycol,1111,0.6985800638772066,0.43507020961422727,0.5772567950105657
v2,53,C1CCCCC1,Cyclohexane,1142,0.5517200553828197,0.7467788233800792,0.957362653602633
v2,53,CN1CCCC1=O,NMP,1049,0.7047860923582336,0.33266445402987543,0.4259210878914257
v2,53,CCCOC(C)=O,n-Propyl acetate,1046,0.9101683871798558,0.18974291482837957,0.24063872272712944
v2,53,CS(C)=O,DMSO,1076,0.6476644972793054,0.4777513839563068,0.6122564334636634
v2,53,OCCO,Ethylene glycol,1111,0.7273213428662768,0.410424672124217,0.5490458842417008
class_cross_full98,53,C1CCCCC1,Cyclohexane,1142,0.5624561278904581,0.7490102741572268,0.9458290090416103
class_cross_full98,53,CN1CCCC1=O,NMP,1049,0.6977626855796434,0.33471010114232913,0.43095783141394994
class_cross_full98,53,CCCOC(C)=O,n-Propyl acetate,1046,0.9169049468685833,0.1782622595541718,0.23144004238761842
class_cross_full98,53,CS(C)=O,DMSO,1076,0.6229473041392732,0.47553304848505484,0.6333680898792152
class_cross_full98,53,OCCO,Ethylene glycol,1111,0.7186834568005027,0.4013670476378883,0.5576743928836851
class_cross_top33_valshap,53,C1CCCCC1,Cyclohexane,1142,0.6202373415691186,0.6925009849344628,0.8811664564924004
class_cross_top33_valshap,53,CN1CCCC1=O,NMP,1049,0.5955713207669382,0.38784424267851286,0.4985189928195858
class_cross_top33_valshap,53,CCCOC(C)=O,n-Propyl acetate,1046,0.869593938458688,0.23533124739928324,0.28993443889172443
class_cross_top33_valshap,53,CS(C)=O,DMSO,1076,0.6331939963289548,0.48459699944298235,0.6247026836923733
class_cross_top33_valshap,53,OCCO,Ethylene glycol,1111,0.7193238833816281,0.4145102414387858,0.5570392489313076
class_cross_top47_valshap,53,C1CCCCC1,Cyclohexane,1142,0.6177181784741401,0.6943607802576464,0.884084243237511
class_cross_top47_valshap,53,CN1CCCC1=O,NMP,1049,0.7420348130192329,0.30996913856555414,0.398145018943894
class_cross_top47_valshap,53,CCCOC(C)=O,n-Propyl acetate,1046,0.9164420993772002,0.18224624029265293,0.23208371901934258
class_cross_top47_valshap,53,CS(C)=O,DMSO,1076,0.6625843444784392,0.4592060476946446,0.5991530419619926
class_cross_top47_valshap,53,OCCO,Ethylene glycol,1111,0.7271199851045265,0.40779660867873263,0.5492485664931364
class_cross_top60_valshap,53,C1CCCCC1,Cyclohexane,1142,0.5748936835569776,0.725793521958541,0.9322890986050687
class_cross_top60_valshap,53,CN1CCCC1=O,NMP,1049,0.742860798027141,0.3107349435500886,0.39750709277557905
class_cross_top60_valshap,53,CCCOC(C)=O,n-Propyl acetate,1046,0.8994870710880928,0.19988925737386157,0.25454342264830915
class_cross_top60_valshap,53,CS(C)=O,DMSO,1076,0.6912160009743156,0.4364771767185449,0.5731688076626855
class_cross_top60_valshap,53,OCCO,Ethylene glycol,1111,0.7230783762032524,0.4091594832201436,0.5533010594919374
v1,54,C1CCCCC1,Cyclohexane,1142,0.4823610320520265,0.8179811080122279,1.0287629338723288
v1,54,CN1CCCC1=O,NMP,1049,0.3255184696587796,0.5096113143632925,0.643792283915294
v1,54,CCCOC(C)=O,n-Propyl acetate,1046,0.9296927930645366,0.15387141107735872,0.21288783133203412
v1,54,CS(C)=O,DMSO,1076,0.3169886643880997,0.7047669296848112,0.8524503820607027
v1,54,OCCO,Ethylene glycol,1111,0.725969211703678,0.4144492825924872,0.5504054772882756
v2,54,C1CCCCC1,Cyclohexane,1142,0.5719656915603238,0.7397882068453895,0.9354942388880982
v2,54,CN1CCCC1=O,NMP,1049,0.6203873022904385,0.37072522543114994,0.48298217369752744
v2,54,CCCOC(C)=O,n-Propyl acetate,1046,0.9036448708823853,0.193797642955106,0.24922312315549056
v2,54,CS(C)=O,DMSO,1076,0.622139955904073,0.49448610188371117,0.6340458136853814
v2,54,OCCO,Ethylene glycol,1111,0.7226593763500366,0.4190614576252691,0.5537194909443275
class_cross_full98,54,C1CCCCC1,Cyclohexane,1142,0.5645734211425721,0.7397606992055392,0.9435377806082198
class_cross_full98,54,CN1CCCC1=O,NMP,1049,0.676062257762884,0.34295924511134,0.44616090440969697
class_cross_full98,54,CCCOC(C)=O,n-Propyl acetate,1046,0.9094157836099483,0.1864930816324758,0.24164464822525178
class_cross_full98,54,CS(C)=O,DMSO,1076,0.6704758294949349,0.44349006448821926,0.5921050862351902
class_cross_full98,54,OCCO,Ethylene glycol,1111,0.7226393644765673,0.4036339477463512,0.5537394677590496
class_cross_top33_valshap,54,C1CCCCC1,Cyclohexane,1142,0.6428812605502613,0.6592768978963481,0.8544922870343624
class_cross_top33_valshap,54,CN1CCCC1=O,NMP,1049,0.6394965423369927,0.3712466905937334,0.4706688467575174
class_cross_top33_valshap,54,CCCOC(C)=O,n-Propyl acetate,1046,0.8546583871673836,0.24962624347715573,0.30608771749917174
class_cross_top33_valshap,54,CS(C)=O,DMSO,1076,0.6216848574083593,0.49466977458844785,0.6344275244122466
class_cross_top33_valshap,54,OCCO,Ethylene glycol,1111,0.7161414725307118,0.41044188933050946,0.5601883075259337
class_cross_top47_valshap,54,C1CCCCC1,Cyclohexane,1142,0.6816745931954722,0.6304348511987942,0.806747221564166
class_cross_top47_valshap,54,CN1CCCC1=O,NMP,1049,0.7163742039610852,0.32610420962873776,0.41747800580005195
class_cross_top47_valshap,54,CCCOC(C)=O,n-Propyl acetate,1046,0.9131329710696133,0.18377122785061997,0.23663468335957732
class_cross_top47_valshap,54,CS(C)=O,DMSO,1076,0.6701597626489539,0.4558671209131198,0.5923889803313442
class_cross_top47_valshap,54,OCCO,Ethylene glycol,1111,0.7361108445598589,0.39401761265497054,0.5401244519550493
class_cross_top60_valshap,54,C1CCCCC1,Cyclohexane,1142,0.5875812740255791,0.720124529765131,0.9182713089224397
class_cross_top60_valshap,54,CN1CCCC1=O,NMP,1049,0.7339368238209534,0.31656300746208915,0.40434597280412876
class_cross_top60_valshap,54,CCCOC(C)=O,n-Propyl acetate,1046,0.9026365993343618,0.193550354393929,0.25052367993739433
class_cross_top60_valshap,54,CS(C)=O,DMSO,1076,0.6514618692349832,0.4737434602489598,0.6089481323789382
class_cross_top60_valshap,54,OCCO,Ethylene glycol,1111,0.7254992058792566,0.4125884288997758,0.5508772909695772
v1,55,C1CCCCC1,Cyclohexane,1142,0.50811578723851,0.7809167508511378,1.0028437424780046
v1,55,CN1CCCC1=O,NMP,1049,0.34195717258395053,0.5018136378829599,0.6358985229753432
v1,55,CCCOC(C)=O,n-Propyl acetate,1046,0.9277966641270855,0.1551410319952631,0.21573943981113294
v1,55,CS(C)=O,DMSO,1076,0.3706423205918441,0.6715714241237812,0.8182837408261969
v1,55,OCCO,Ethylene glycol,1111,0.723181054265347,0.4263128143279836,0.5531984724368479
v2,55,C1CCCCC1,Cyclohexane,1142,0.6036696901020523,0.7155462862750238,0.9001823023442397
v2,55,CN1CCCC1=O,NMP,1049,0.6051924250704193,0.37657485485125153,0.4925535739895627
v2,55,CCCOC(C)=O,n-Propyl acetate,1046,0.9179103219215409,0.17588600528189413,0.23003567387836069
v2,55,CS(C)=O,DMSO,1076,0.6179776059282909,0.48213017146068804,0.6375284423855642
v2,55,OCCO,Ethylene glycol,1111,0.7227863872310059,0.41731631173926503,0.553592685766691
class_cross_full98,55,C1CCCCC1,Cyclohexane,1142,0.5431386438932999,0.7683591525850252,0.9664825991526493
class_cross_full98,55,CN1CCCC1=O,NMP,1049,0.699449974701862,0.33667015854741206,0.42975320159477837
class_cross_full98,55,CCCOC(C)=O,n-Propyl acetate,1046,0.9107058924852671,0.18518726127023033,0.23991771455598346
class_cross_full98,55,CS(C)=O,DMSO,1076,0.6237936117947275,0.48247517057738687,0.6326568824163112
class_cross_full98,55,OCCO,Ethylene glycol,1111,0.7450954436825203,0.3869007708193433,0.5308500544600221
class_cross_top33_valshap,55,C1CCCCC1,Cyclohexane,1142,0.6499567710424206,0.6486335486287867,0.8459850096131872
class_cross_top33_valshap,55,CN1CCCC1=O,NMP,1049,0.6222040874327875,0.3803702661182325,0.48182503744109456
class_cross_top33_valshap,55,CCCOC(C)=O,n-Propyl acetate,1046,0.8345521784460862,0.26714594943230313,0.32657387681040734
class_cross_top33_valshap,55,CS(C)=O,DMSO,1076,0.5877240502495946,0.5290436572049187,0.6622914590632919
class_cross_top33_valshap,55,OCCO,Ethylene glycol,1111,0.7077806369444586,0.4173264208456388,0.5683783958326925
class_cross_top47_valshap,55,C1CCCCC1,Cyclohexane,1142,0.6520020061764826,0.6644622344984957,0.8435099252608622
class_cross_top47_valshap,55,CN1CCCC1=O,NMP,1049,0.7109320626657545,0.3286054597201682,0.42146420721230293
class_cross_top47_valshap,55,CCCOC(C)=O,n-Propyl acetate,1046,0.9082970841775418,0.19137391101279053,0.24313220439481806
class_cross_top47_valshap,55,CS(C)=O,DMSO,1076,0.6526757858825212,0.4696427411853305,0.6078867606373797
class_cross_top47_valshap,55,OCCO,Ethylene glycol,1111,0.7233431530402689,0.4060558617107867,0.5530364786003052
class_cross_top60_valshap,55,C1CCCCC1,Cyclohexane,1142,0.5912991744388257,0.7218566095449225,0.9141228910348936
class_cross_top60_valshap,55,CN1CCCC1=O,NMP,1049,0.751868128157834,0.2975152330132371,0.3904828929980748
class_cross_top60_valshap,55,CCCOC(C)=O,n-Propyl acetate,1046,0.9109132442060754,0.1857033391512383,0.23963899367633726
class_cross_top60_valshap,55,CS(C)=O,DMSO,1076,0.6226537764208951,0.49006440290196157,0.6336145738911969
class_cross_top60_valshap,55,OCCO,Ethylene glycol,1111,0.7322741962570087,0.4054151857454061,0.5440366811568605
v1,56,C1CCCCC1,Cyclohexane,1142,0.5173945619439742,0.7740716286113855,0.993340019571732
v1,56,CN1CCCC1=O,NMP,1049,0.43399506340790217,0.46021586065147346,0.5897539330845747
v1,56,CCCOC(C)=O,n-Propyl acetate,1046,0.9306749478824439,0.15609457112442202,0.21139563601554634
v1,56,CS(C)=O,DMSO,1076,0.3553270552331491,0.6777052406814337,0.8281802628095708
v1,56,OCCO,Ethylene glycol,1111,0.7506824918462001,0.39170086827344097,0.5250001842995132
v2,56,C1CCCCC1,Cyclohexane,1142,0.5690914367154234,0.7344596203512189,0.9386299104636389
v2,56,CN1CCCC1=O,NMP,1049,0.6492506637249522,0.358883630912386,0.4642577532316374
v2,56,CCCOC(C)=O,n-Propyl acetate,1046,0.9162124077419791,0.18096796462934023,0.2324024866315597
v2,56,CS(C)=O,DMSO,1076,0.5644394011197194,0.5349994014400741,0.6807371422212595
v2,56,OCCO,Ethylene glycol,1111,0.7213216428157124,0.41469666021565027,0.555053298548016
class_cross_full98,56,C1CCCCC1,Cyclohexane,1142,0.6107073945907767,0.7021041929567706,0.8921541585737522
class_cross_full98,56,CN1CCCC1=O,NMP,1049,0.7027859260102358,0.3350098408737876,0.42736152629643076
class_cross_full98,56,CCCOC(C)=O,n-Propyl acetate,1046,0.9057836031575078,0.1910897177236593,0.24644168010216266
class_cross_full98,56,CS(C)=O,DMSO,1076,0.639145801278993,0.4795296414105366,0.6196137338902994
class_cross_full98,56,OCCO,Ethylene glycol,1111,0.7241235110852771,0.4071749806994105,0.552255960737187
class_cross_top33_valshap,56,C1CCCCC1,Cyclohexane,1142,0.6467034554793474,0.6600843184907164,0.8499072263882196
class_cross_top33_valshap,56,CN1CCCC1=O,NMP,1049,0.6477717437043491,0.36897254919932626,0.46523548544903637
class_cross_top33_valshap,56,CCCOC(C)=O,n-Propyl acetate,1046,0.8655262147773004,0.2348893572507743,0.29442164178229774
class_cross_top33_valshap,56,CS(C)=O,DMSO,1076,0.6372752402474057,0.47979540970807577,0.6212176048983226
class_cross_top33_valshap,56,OCCO,Ethylene glycol,1111,0.697409799394611,0.4273814954234588,0.5783763106986901
class_cross_top47_valshap,56,C1CCCCC1,Cyclohexane,1142,0.6447527110995035,0.6570828089655087,0.8522503987909692
class_cross_top47_valshap,56,CN1CCCC1=O,NMP,1049,0.7343698652569418,0.3157422345640899,0.4040167843227182
class_cross_top47_valshap,56,CCCOC(C)=O,n-Propyl acetate,1046,0.8968013020322817,0.19983477496359323,0.25792178408844385
class_cross_top47_valshap,56,CS(C)=O,DMSO,1076,0.6652482731555807,0.46259419885950764,0.5967831699890052
class_cross_top47_valshap,56,OCCO,Ethylene glycol,1111,0.7149125439123811,0.41966102066534605,0.5613996291284158
class_cross_top60_valshap,56,C1CCCCC1,Cyclohexane,1142,0.6191803960678282,0.6909023588297414,0.8823918242028936
class_cross_top60_valshap,56,CN1CCCC1=O,NMP,1049,0.7474355571812732,0.3026415633372663,0.39395520302396747
class_cross_top60_valshap,56,CCCOC(C)=O,n-Propyl acetate,1046,0.9001611032011456,0.1977025695099106,0.2536885125089513
class_cross_top60_valshap,56,CS(C)=O,DMSO,1076,0.6931908468776031,0.4412358579901549,0.5713330005921124
class_cross_top60_valshap,56,OCCO,Ethylene glycol,1111,0.717546450012156,0.4189333121998159,0.5588002423615823
v1,57,C1CCCCC1,Cyclohexane,1142,0.45650456793807737,0.8209657024073476,1.0541435994271962
v1,57,CN1CCCC1=O,NMP,1049,0.4993366416662408,0.44404368181753096,0.5546686759409672
v1,57,CCCOC(C)=O,n-Propyl acetate,1046,0.928993747966401,0.15973026581297428,0.21394355601884682
v1,57,CS(C)=O,DMSO,1076,0.35378586109980026,0.6817781480363142,0.8291696207712498
v1,57,OCCO,Ethylene glycol,1111,0.7226867709902581,0.4155487368599413,0.5536921431280584
v2,57,C1CCCCC1,Cyclohexane,1142,0.5458488805729991,0.7625188335319548,0.9636116046157585
v2,57,CN1CCCC1=O,NMP,1049,0.6669588347868942,0.34812662163162356,0.4523865611437905
v2,57,CCCOC(C)=O,n-Propyl acetate,1046,0.9164945349054066,0.18004052321717462,0.2320108872338956
v2,57,CS(C)=O,DMSO,1076,0.5719229844903193,0.5216140907836849,0.6748637627743289
v2,57,OCCO,Ethylene glycol,1111,0.7335138307793946,0.40763911690503457,0.5427757098186768
class_cross_full98,57,C1CCCCC1,Cyclohexane,1142,0.5825070531864069,0.7325996997040961,0.9239030449036306
class_cross_full98,57,CN1CCCC1=O,NMP,1049,0.7267069424199565,0.32027085775642783,0.4098029082421123
class_cross_full98,57,CCCOC(C)=O,n-Propyl acetate,1046,0.9270670856463373,0.16046353887264855,0.2168266696319705
class_cross_full98,57,CS(C)=O,DMSO,1076,0.6353450018781075,0.4819314149127054,0.6228683152593665
class_cross_full98,57,OCCO,Ethylene glycol,1111,0.7371598786171524,0.39242902080012126,0.5390498091299303
class_cross_top33_valshap,57,C1CCCCC1,Cyclohexane,1142,0.6032511173139473,0.7015726410776425,0.9006575276484157
class_cross_top33_valshap,57,CN1CCCC1=O,NMP,1049,0.17764246514073645,0.5861573944566247,0.7108714531332595
class_cross_top33_valshap,57,CCCOC(C)=O,n-Propyl acetate,1046,0.8416074050430418,0.26650661497693556,0.3195349389618548
class_cross_top33_valshap,57,CS(C)=O,DMSO,1076,0.47563764329766867,0.6073231068686674,0.7469145288418854
class_cross_top33_valshap,57,OCCO,Ethylene glycol,1111,0.726272661655736,0.4214278877132611,0.550100645155738
class_cross_top47_valshap,57,C1CCCCC1,Cyclohexane,1142,0.6486828969858423,0.6471131689791199,0.8475229620397479
class_cross_top47_valshap,57,CN1CCCC1=O,NMP,1049,0.7082174630708474,0.3299377426997632,0.4234385407826308
class_cross_top47_valshap,57,CCCOC(C)=O,n-Propyl acetate,1046,0.8981161019894396,0.19565896644025438,0.25627349483578005
class_cross_top47_valshap,57,CS(C)=O,DMSO,1076,0.6525455339505289,0.47201218519770316,0.6080007334038854
class_cross_top47_valshap,57,OCCO,Ethylene glycol,1111,0.7188927625241404,0.42185875748025803,0.5574668932455541
class_cross_top60_valshap,57,C1CCCCC1,Cyclohexane,1142,0.5918219219797469,0.7194414295583873,0.9135381009376005
class_cross_top60_valshap,57,CN1CCCC1=O,NMP,1049,0.7396027398353823,0.3103923777617877,0.4000174541878923
class_cross_top60_valshap,57,CCCOC(C)=O,n-Propyl acetate,1046,0.9166336534858567,0.178755234402308,0.2318175437222593
class_cross_top60_valshap,57,CS(C)=O,DMSO,1076,0.6680573104601731,0.4607128471540334,0.5942739703423562
class_cross_top60_valshap,57,OCCO,Ethylene glycol,1111,0.7395297316939781,0.3990569997478017,0.536614181310061
v1,58,C1CCCCC1,Cyclohexane,1142,0.5392950094308243,0.7767033100119223,0.9705396562709265
v1,58,CN1CCCC1=O,NMP,1049,0.4183279032056867,0.4713751036403047,0.5978604873585526
v1,58,CCCOC(C)=O,n-Propyl acetate,1046,0.9303481873419808,0.15400278919406196,0.21189325228170944
v1,58,CS(C)=O,DMSO,1076,0.3142046728077128,0.7211166454340591,0.8541859325125243
v1,58,OCCO,Ethylene glycol,1111,0.7311147503112281,0.41383164244149234,0.5452134442031347
v2,58,C1CCCCC1,Cyclohexane,1142,0.5734057377212953,0.7434459636012535,0.9339192601572043
v2,58,CN1CCCC1=O,NMP,1049,0.634845109810146,0.37250232177790626,0.47369554132148534
v2,58,CCCOC(C)=O,n-Propyl acetate,1046,0.9313494681645879,0.1625597893995121,0.21036470143480795
