model,seed,SMILES_Solvent,Solvent_Name,n_rows,R2,MAE,RMSE
v2,58,CS(C)=O,DMSO,1076,0.6306448624351988,0.48230592359863556,0.6268696243089764
v2,58,OCCO,Ethylene glycol,1111,0.7253620453795615,0.4131997324946221,0.551014902899736
class_cross_full98,58,C1CCCCC1,Cyclohexane,1142,0.5755884612911533,0.7312685024221655,0.931526937991544
class_cross_full98,58,CN1CCCC1=O,NMP,1049,0.6941336253950867,0.3380655186018666,0.4335374353064283
class_cross_full98,58,CCCOC(C)=O,n-Propyl acetate,1046,0.9234276043126979,0.17288501488035538,0.22217082754565354
class_cross_full98,58,CS(C)=O,DMSO,1076,0.6586989231476865,0.4616516907127837,0.6025928624380148
class_cross_full98,58,OCCO,Ethylene glycol,1111,0.7469630712489886,0.38963877122438473,0.5289017705831388
class_cross_top33_valshap,58,C1CCCCC1,Cyclohexane,1142,0.5914265644671206,0.7058580323498889,0.9139804161372201
class_cross_top33_valshap,58,CN1CCCC1=O,NMP,1049,0.2511616877162023,0.5626881035371177,0.6783514603244197
class_cross_top33_valshap,58,CCCOC(C)=O,n-Propyl acetate,1046,0.8332275206013778,0.26913075407147036,0.3278786271320676
class_cross_top33_valshap,58,CS(C)=O,DMSO,1076,0.6067982959571194,0.525455999997667,0.6467893342313495
class_cross_top33_valshap,58,OCCO,Ethylene glycol,1111,0.7145025404776599,0.42680762084560664,0.5618031773605858
class_cross_top47_valshap,58,C1CCCCC1,Cyclohexane,1142,0.6064673701445675,0.696845919902448,0.8969994998746232
class_cross_top47_valshap,58,CN1CCCC1=O,NMP,1049,0.723412089917444,0.3178221211796026,0.41226582266074646
class_cross_top47_valshap,58,CCCOC(C)=O,n-Propyl acetate,1046,0.9034090887973275,0.19725869574165414,0.24952786273730643
class_cross_top47_valshap,58,CS(C)=O,DMSO,1076,0.6819480188636051,0.4424024261495086,0.5817068883160197
class_cross_top47_valshap,58,OCCO,Ethylene glycol,1111,0.7410781584255239,0.39655151567028685,0.5350167891890913
class_cross_top60_valshap,58,C1CCCCC1,Cyclohexane,1142,0.580365466161191,0.725760200715205,0.9262696571746293
class_cross_top60_valshap,58,CN1CCCC1=O,NMP,1049,0.720275604482188,0.3277799307670522,0.4145967643320918
class_cross_top60_valshap,58,CCCOC(C)=O,n-Propyl acetate,1046,0.9122838712441673,0.1817167256501948,0.237788388376031
class_cross_top60_valshap,58,CS(C)=O,DMSO,1076,0.6535995851499492,0.47445263182676123,0.6070778057386476
class_cross_top60_valshap,58,OCCO,Ethylene glycol,1111,0.7248770377554375,0.41764433137473356,0.5515012314277471
v1,59,C1CCCCC1,Cyclohexane,1142,0.4688865136838207,0.8289101212683699,1.0420666370532357
v1,59,CN1CCCC1=O,NMP,1049,0.4003324137680637,0.4734044528840337,0.6070382031224564
v1,59,CCCOC(C)=O,n-Propyl acetate,1046,0.9306934680775736,0.1566533688058709,0.21136739694595325
v1,59,CS(C)=O,DMSO,1076,0.3779916891017785,0.6769020194752347,0.8134919276307313
v1,59,OCCO,Ethylene glycol,1111,0.7471106097252471,0.39559134383803507,0.5287475544776657
v2,59,C1CCCCC1,Cyclohexane,1142,0.5739154170173771,0.7418154589148587,0.9333611870478399
v2,59,CN1CCCC1=O,NMP,1049,0.5935612580258759,0.38851682002941595,0.49975630919217784
v2,59,CCCOC(C)=O,n-Propyl acetate,1046,0.9137286547745181,0.1796571104392526,0.23582193591524228
v2,59,CS(C)=O,DMSO,1076,0.6189616674982729,0.4826624285728626,0.636706799749143
v2,59,OCCO,Ethylene glycol,1111,0.6979925929436404,0.4366086425870188,0.5778190612552768
class_cross_full98,59,C1CCCCC1,Cyclohexane,1142,0.5788510268741225,0.7265655286283449,0.9279395814606208
class_cross_full98,59,CN1CCCC1=O,NMP,1049,0.7099497143211306,0.32840676273920066,0.42217973712951307
class_cross_full98,59,CCCOC(C)=O,n-Propyl acetate,1046,0.9232983811612893,0.1691122135425678,0.22235821565002226
class_cross_full98,59,CS(C)=O,DMSO,1076,0.6615627624754056,0.472240233084083,0.6000593741938501
class_cross_full98,59,OCCO,Ethylene glycol,1111,0.7186982169020658,0.4113524864032958,0.5576597626764502
class_cross_top33_valshap,59,C1CCCCC1,Cyclohexane,1142,0.5765943513549819,0.7359792657533544,0.9304223856122055
class_cross_top33_valshap,59,CN1CCCC1=O,NMP,1049,0.23387781800133178,0.5707747375053919,0.6861352866071839
class_cross_top33_valshap,59,CCCOC(C)=O,n-Propyl acetate,1046,0.8287211741950483,0.2723616230706084,0.3322788921054179
class_cross_top33_valshap,59,CS(C)=O,DMSO,1076,0.5702422067785893,0.5517981364936437,0.676187338557691
class_cross_top33_valshap,59,OCCO,Ethylene glycol,1111,0.7295613392430622,0.40875554013155657,0.5467860869540917
class_cross_top47_valshap,59,C1CCCCC1,Cyclohexane,1142,0.6229152782139515,0.6818805497020388,0.8780541407389878
class_cross_top47_valshap,59,CN1CCCC1=O,NMP,1049,0.7209678636320465,0.3170839860848759,0.414083426561658
class_cross_top47_valshap,59,CCCOC(C)=O,n-Propyl acetate,1046,0.9003656676594225,0.19704511022582136,0.2534284822757115
class_cross_top47_valshap,59,CS(C)=O,DMSO,1076,0.6612543662062584,0.4644944138864311,0.6003327098577521
class_cross_top47_valshap,59,OCCO,Ethylene glycol,1111,0.7308708665070874,0.4222708054645799,0.5454606474085876
class_cross_top60_valshap,59,C1CCCCC1,Cyclohexane,1142,0.6262607384095681,0.6882125395219808,0.8741504562810897
class_cross_top60_valshap,59,CN1CCCC1=O,NMP,1049,0.7197414868920204,0.32052626252746336,0.4149923998587829
class_cross_top60_valshap,59,CCCOC(C)=O,n-Propyl acetate,1046,0.9188975816218735,0.1786960976331211,0.22864821617336764
class_cross_top60_valshap,59,CS(C)=O,DMSO,1076,0.6556992531787837,0.46681582095891816,0.6052351415314121
class_cross_top60_valshap,59,OCCO,Ethylene glycol,1111,0.717771091453469,0.42198376926103737,0.5585779851782186
v1,60,C1CCCCC1,Cyclohexane,1142,0.5046529182377181,0.7926274345876725,1.0063675656158342
v1,60,CN1CCCC1=O,NMP,1049,0.47438887567866694,0.4465504955301233,0.568320092587141
v1,60,CCCOC(C)=O,n-Propyl acetate,1046,0.9263739859137186,0.15881784713703234,0.2178545124895783
v1,60,CS(C)=O,DMSO,1076,0.2924396195146295,0.7207565651114967,0.8676346892450605
v1,60,OCCO,Ethylene glycol,1111,0.7371147107680587,0.40570840187511903,0.5390961237381872
v2,60,C1CCCCC1,Cyclohexane,1142,0.586237642330757,0.7118277326098716,0.9197659247913877
v2,60,CN1CCCC1=O,NMP,1049,0.5956932965164543,0.38755526103632365,0.49844381044939473
v2,60,CCCOC(C)=O,n-Propyl acetate,1046,0.9084016092948852,0.1817197262053813,0.24299360101564035
v2,60,CS(C)=O,DMSO,1076,0.6112575797828386,0.5039580434078225,0.643111271121974
v2,60,OCCO,Ethylene glycol,1111,0.7187851749110111,0.42886929842775107,0.5575735621371212
class_cross_full98,60,C1CCCCC1,Cyclohexane,1142,0.6222676308662856,0.6912296141684409,0.8788078512951345
class_cross_full98,60,CN1CCCC1=O,NMP,1049,0.6694026974245563,0.35562378507385106,0.45072369423619485
class_cross_full98,60,CCCOC(C)=O,n-Propyl acetate,1046,0.9155107330745571,0.17288721808346016,0.2333735788186527
class_cross_full98,60,CS(C)=O,DMSO,1076,0.6663237393892538,0.45953437243216316,0.595823747789258
class_cross_full98,60,OCCO,Ethylene glycol,1111,0.7356560103417549,0.40041673062668226,0.5405897255597005
class_cross_top33_valshap,60,C1CCCCC1,Cyclohexane,1142,0.6171436249957041,0.6938844063239472,0.8847483644873796
class_cross_top33_valshap,60,CN1CCCC1=O,NMP,1049,0.6276927754707571,0.37682334695771713,0.4783122109300076
class_cross_top33_valshap,60,CCCOC(C)=O,n-Propyl acetate,1046,0.8728219117504539,0.22924569766913136,0.2863235443210912
class_cross_top33_valshap,60,CS(C)=O,DMSO,1076,0.6412852621641277,0.4826040934404632,0.6177741958060117
class_cross_top33_valshap,60,OCCO,Ethylene glycol,1111,0.7207606650993155,0.40506343578209963,0.5556116770221122
class_cross_top47_valshap,60,C1CCCCC1,Cyclohexane,1142,0.6444037070897293,0.6555355620019253,0.8526689323009962
class_cross_top47_valshap,60,CN1CCCC1=O,NMP,1049,0.726887944271345,0.3219195534105117,0.4096671796375294
class_cross_top47_valshap,60,CCCOC(C)=O,n-Propyl acetate,1046,0.90254907487592,0.19565696814491196,0.2506362582968714
class_cross_top47_valshap,60,CS(C)=O,DMSO,1076,0.646837066692554,0.47789337495931006,0.6129749285031938
class_cross_top47_valshap,60,OCCO,Ethylene glycol,1111,0.7137193568433535,0.42075189667793444,0.5625732257470354
class_cross_top60_valshap,60,C1CCCCC1,Cyclohexane,1142,0.5817621000715677,0.730865830536624,0.9247269602583491
class_cross_top60_valshap,60,CN1CCCC1=O,NMP,1049,0.7104641771544019,0.3329581856513101,0.4218051603921159
class_cross_top60_valshap,60,CCCOC(C)=O,n-Propyl acetate,1046,0.893070186728057,0.20217730383928595,0.2625429250266112
class_cross_top60_valshap,60,CS(C)=O,DMSO,1076,0.6351265734917738,0.48067613529723213,0.6230548364286795
class_cross_top60_valshap,60,OCCO,Ethylene glycol,1111,0.730632266219889,0.3996697561534674,0.5457023868150236
v1,61,C1CCCCC1,Cyclohexane,1142,0.5312841966293811,0.7659636936614885,0.9789412418019985
v1,61,CN1CCCC1=O,NMP,1049,0.43248173339029994,0.4586869183351039,0.5905418207011364
v1,61,CCCOC(C)=O,n-Propyl acetate,1046,0.9255919397683186,0.16018868839709666,0.21900846773637422
v1,61,CS(C)=O,DMSO,1076,0.35474736764475756,0.6857649172175939,0.8285525274972957
v1,61,OCCO,Ethylene glycol,1111,0.7306121840454103,0.41799751737500435,0.5457227283127686
v2,61,C1CCCCC1,Cyclohexane,1142,0.5524157767329838,0.7527314642479693,0.956619461459344
v2,61,CN1CCCC1=O,NMP,1049,0.6751324352081916,0.34648831220229387,0.44680076996153506
v2,61,CCCOC(C)=O,n-Propyl acetate,1046,0.9047746067314917,0.19600884525473936,0.2477577810167269
v2,61,CS(C)=O,DMSO,1076,0.6238025649643681,0.4902345606068553,0.6326493542106891
v2,61,OCCO,Ethylene glycol,1111,0.7297326298083491,0.4224642111431431,0.546612897712483
class_cross_full98,61,C1CCCCC1,Cyclohexane,1142,0.5412581646707079,0.759900372305711,0.9684696178261656
class_cross_full98,61,CN1CCCC1=O,NMP,1049,0.7105292140146491,0.33232258215598864,0.421757783829699
class_cross_full98,61,CCCOC(C)=O,n-Propyl acetate,1046,0.9222509174010396,0.17124595097550538,0.22387136737810032
class_cross_full98,61,CS(C)=O,DMSO,1076,0.6445896692318549,0.4706590448502445,0.6149222076244082
class_cross_full98,61,OCCO,Ethylene glycol,1111,0.7090539212249513,0.4113119375151026,0.5671387494555394
class_cross_top33_valshap,61,C1CCCCC1,Cyclohexane,1142,0.625026007394125,0.6812953899586358,0.8755932411316937
class_cross_top33_valshap,61,CN1CCCC1=O,NMP,1049,0.6501561735578993,0.3590191936434458,0.4636580918892711
class_cross_top33_valshap,61,CCCOC(C)=O,n-Propyl acetate,1046,0.8846356092692045,0.2178899750406533,0.2727010459257556
class_cross_top33_valshap,61,CS(C)=O,DMSO,1076,0.6160008099685159,0.5043061915329002,0.6391757771324856
class_cross_top33_valshap,61,OCCO,Ethylene glycol,1111,0.717164925665133,0.40568153942380275,0.5591775149300171
class_cross_top47_valshap,61,C1CCCCC1,Cyclohexane,1142,0.6461454829796651,0.6629790617434359,0.8505781044014039
class_cross_top47_valshap,61,CN1CCCC1=O,NMP,1049,0.7181114516441836,0.3207711558492249,0.41619748635037984
class_cross_top47_valshap,61,CCCOC(C)=O,n-Propyl acetate,1046,0.9188603551930616,0.17675945419977676,0.22870068550906436
class_cross_top47_valshap,61,CS(C)=O,DMSO,1076,0.6501494203612628,0.47066937038297985,0.6100935771057605
class_cross_top47_valshap,61,OCCO,Ethylene glycol,1111,0.717521255840039,0.40827294173596285,0.5588251636195334
class_cross_top60_valshap,61,C1CCCCC1,Cyclohexane,1142,0.6504667340826981,0.6706635211466241,0.8453685452794518
class_cross_top60_valshap,61,CN1CCCC1=O,NMP,1049,0.6947226577193708,0.3448038746769368,0.4331197845795723
class_cross_top60_valshap,61,CCCOC(C)=O,n-Propyl acetate,1046,0.9167540101656302,0.1759260620411369,0.23165014483488805
class_cross_top60_valshap,61,CS(C)=O,DMSO,1076,0.6908925254592755,0.43758846912348903,0.5734689487716895
class_cross_top60_valshap,61,OCCO,Ethylene glycol,1111,0.7364663381499146,0.4082901999882359,0.539760519815144
