seed,top_k,rank,feature
47,47,8,Solvent_pos_area_frac
47,47,9,Solute_BalabanJ
47,47,10,Solute_MaxPartialCharge
47,47,11,Solute_polar_surface_density
47,47,12,Solute_M_hb_don
47,47,13,Solute_M_nonpolar
47,47,14,Solute_RingCount
47,47,15,Solute_NumRotatableBonds
47,47,16,Solute_MinAbsPartialCharge
47,47,17,Solute_NumAromaticRings
47,47,18,Solute_sig3
47,47,19,Cross_TPSA_density_abs_gap
47,47,20,Solute_sig2
47,47,21,Cross_sigma2_abs_gap
47,47,22,Solute_LabuteASA
47,47,23,Solvent_BalabanJ
47,47,24,Cross_logP_abs_gap
47,47,25,Cross_hb_don_moment_product
47,47,26,Solute_MaxAbsPartialCharge
47,47,27,Solute_M_hb_acc
47,47,28,Cross_HB_directional_balance
47,47,29,Solute_HeavyAtomCount
47,47,30,Solute_MinPartialCharge
47,47,31,Solvent_MolLogP
47,47,32,Solvent_sigma_asymmetry_abs
47,47,33,Solute_NumHDonors
47,47,34,Solute_pos_area_frac
47,47,35,Cross_surface_imbalance_product
47,47,36,Cross_nonpolar_match
47,47,37,Solvent_hydrophobic_density
47,47,38,Solvent_neg_area_frac
47,47,39,Solvent_sig3
47,47,40,Solute_neg_area_frac
47,47,41,Cross_sigma3_abs_gap
47,47,42,Class_ester_x_solute_HBD
47,47,43,Class_ester_x_solute_TPSA_density
47,47,44,Solvent_sig2
47,47,45,Cross_HB_capacity_product
47,47,46,Solute_NumHAcceptors
47,47,47,Solute_signed_surface_imbalance
47,60,1,Solute_BertzCT
47,60,2,Temperature_K
47,60,3,Solute_TPSA
47,60,4,Solute_HB_capacity
47,60,5,Solute_MolLogP
47,60,6,Solute_MolWt
47,60,7,Solvent_MaxPartialCharge
47,60,8,Solvent_pos_area_frac
47,60,9,Solute_BalabanJ
47,60,10,Solute_MaxPartialCharge
47,60,11,Solute_polar_surface_density
47,60,12,Solute_M_hb_don
47,60,13,Solute_M_nonpolar
47,60,14,Solute_RingCount
47,60,15,Solute_NumRotatableBonds
47,60,16,Solute_MinAbsPartialCharge
47,60,17,Solute_NumAromaticRings
47,60,18,Solute_sig3
47,60,19,Cross_TPSA_density_abs_gap
47,60,20,Solute_sig2
47,60,21,Cross_sigma2_abs_gap
47,60,22,Solute_LabuteASA
47,60,23,Solvent_BalabanJ
47,60,24,Cross_logP_abs_gap
47,60,25,Cross_hb_don_moment_product
47,60,26,Solute_MaxAbsPartialCharge
47,60,27,Solute_M_hb_acc
47,60,28,Cross_HB_directional_balance
47,60,29,Solute_HeavyAtomCount
47,60,30,Solute_MinPartialCharge
47,60,31,Solvent_MolLogP
47,60,32,Solvent_sigma_asymmetry_abs
47,60,33,Solute_NumHDonors
47,60,34,Solute_pos_area_frac
47,60,35,Cross_surface_imbalance_product
47,60,36,Cross_nonpolar_match
47,60,37,Solvent_hydrophobic_density
47,60,38,Solvent_neg_area_frac
47,60,39,Solvent_sig3
47,60,40,Solute_neg_area_frac
47,60,41,Cross_sigma3_abs_gap
47,60,42,Class_ester_x_solute_HBD
47,60,43,Class_ester_x_solute_TPSA_density
47,60,44,Solvent_sig2
47,60,45,Cross_HB_capacity_product
47,60,46,Solute_NumHAcceptors
47,60,47,Solute_signed_surface_imbalance
47,60,48,Class_nonpolar_x_solute_sigma2
47,60,49,Cross_acc_to_don_surface
47,60,50,Solvent_self_hbond_proxy
47,60,51,Cross_pos_area_abs_gap
47,60,52,Solvent_LabuteASA
47,60,53,Class_nonpolar_x_nonpolar_match
47,60,54,Cross_HBA_solute_x_HBD_solvent
47,60,55,Cross_temperature_x_sigma2_gap
47,60,56,Solvent_MinPartialCharge
47,60,57,Cross_HBD_solute_x_HBA_solvent
47,60,58,Cross_don_to_acc_surface
47,60,59,Solvent_M_nonpolar
47,60,60,Cross_hb_acc_moment_product
48,33,1,Solute_BertzCT
48,33,2,Temperature_K
48,33,3,Solute_TPSA
48,33,4,Solute_HB_capacity
48,33,5,Solute_MolLogP
48,33,6,Solute_BalabanJ
48,33,7,Solvent_pos_area_frac
48,33,8,Solute_MolWt
48,33,9,Solvent_MaxPartialCharge
48,33,10,Solute_MaxPartialCharge
48,33,11,Solute_polar_surface_density
48,33,12,Solute_M_hb_don
48,33,13,Solute_NumRotatableBonds
48,33,14,Solute_LabuteASA
48,33,15,Solute_RingCount
48,33,16,Solute_NumAromaticRings
48,33,17,Solute_MinAbsPartialCharge
48,33,18,Cross_sigma2_abs_gap
48,33,19,Solute_sig3
48,33,20,Solute_M_nonpolar
48,33,21,Cross_TPSA_density_abs_gap
48,33,22,Solute_sig2
48,33,23,Cross_logP_abs_gap
48,33,24,Solute_MaxAbsPartialCharge
48,33,25,Solute_HeavyAtomCount
48,33,26,Solvent_BalabanJ
48,33,27,Cross_hb_don_moment_product
48,33,28,Cross_HB_directional_balance
48,33,29,Solute_M_hb_acc
48,33,30,Solvent_MolLogP
48,33,31,Solute_MinPartialCharge
48,33,32,Solute_pos_area_frac
48,33,33,Solvent_sig3
48,47,1,Solute_BertzCT
48,47,2,Temperature_K
48,47,3,Solute_TPSA
48,47,4,Solute_HB_capacity
48,47,5,Solute_MolLogP
48,47,6,Solute_BalabanJ
48,47,7,Solvent_pos_area_frac
48,47,8,Solute_MolWt
48,47,9,Solvent_MaxPartialCharge
48,47,10,Solute_MaxPartialCharge
48,47,11,Solute_polar_surface_density
48,47,12,Solute_M_hb_don
48,47,13,Solute_NumRotatableBonds
48,47,14,Solute_LabuteASA
48,47,15,Solute_RingCount
48,47,16,Solute_NumAromaticRings
48,47,17,Solute_MinAbsPartialCharge
48,47,18,Cross_sigma2_abs_gap
48,47,19,Solute_sig3
48,47,20,Solute_M_nonpolar
48,47,21,Cross_TPSA_density_abs_gap
48,47,22,Solute_sig2
48,47,23,Cross_logP_abs_gap
48,47,24,Solute_MaxAbsPartialCharge
48,47,25,Solute_HeavyAtomCount
48,47,26,Solvent_BalabanJ
48,47,27,Cross_hb_don_moment_product
48,47,28,Cross_HB_directional_balance
48,47,29,Solute_M_hb_acc
48,47,30,Solvent_MolLogP
48,47,31,Solute_MinPartialCharge
48,47,32,Solute_pos_area_frac
48,47,33,Solvent_sig3
48,47,34,Cross_nonpolar_match
48,47,35,Cross_surface_imbalance_product
48,47,36,Solvent_neg_area_frac
48,47,37,Solvent_sigma_asymmetry_abs
48,47,38,Solvent_hydrophobic_density
48,47,39,Solute_NumHDonors
48,47,40,Solvent_sig2
48,47,41,Cross_HB_capacity_product
48,47,42,Cross_sigma3_abs_gap
48,47,43,Solute_neg_area_frac
48,47,44,Class_ester_x_solute_TPSA_density
48,47,45,Cross_acc_to_don_surface
48,47,46,Class_ester_x_solute_HBD
48,47,47,Solvent_self_hbond_proxy
48,60,1,Solute_BertzCT
48,60,2,Temperature_K
48,60,3,Solute_TPSA
48,60,4,Solute_HB_capacity
48,60,5,Solute_MolLogP
48,60,6,Solute_BalabanJ
48,60,7,Solvent_pos_area_frac
48,60,8,Solute_MolWt
48,60,9,Solvent_MaxPartialCharge
48,60,10,Solute_MaxPartialCharge
48,60,11,Solute_polar_surface_density
48,60,12,Solute_M_hb_don
48,60,13,Solute_NumRotatableBonds
48,60,14,Solute_LabuteASA
48,60,15,Solute_RingCount
48,60,16,Solute_NumAromaticRings
48,60,17,Solute_MinAbsPartialCharge
48,60,18,Cross_sigma2_abs_gap
48,60,19,Solute_sig3
48,60,20,Solute_M_nonpolar
48,60,21,Cross_TPSA_density_abs_gap
48,60,22,Solute_sig2
48,60,23,Cross_logP_abs_gap
48,60,24,Solute_MaxAbsPartialCharge
48,60,25,Solute_HeavyAtomCount
48,60,26,Solvent_BalabanJ
48,60,27,Cross_hb_don_moment_product
48,60,28,Cross_HB_directional_balance
48,60,29,Solute_M_hb_acc
48,60,30,Solvent_MolLogP
48,60,31,Solute_MinPartialCharge
48,60,32,Solute_pos_area_frac
48,60,33,Solvent_sig3
48,60,34,Cross_nonpolar_match
48,60,35,Cross_surface_imbalance_product
48,60,36,Solvent_neg_area_frac
48,60,37,Solvent_sigma_asymmetry_abs
48,60,38,Solvent_hydrophobic_density
48,60,39,Solute_NumHDonors
48,60,40,Solvent_sig2
48,60,41,Cross_HB_capacity_product
48,60,42,Cross_sigma3_abs_gap
48,60,43,Solute_neg_area_frac
48,60,44,Class_ester_x_solute_TPSA_density
48,60,45,Cross_acc_to_don_surface
48,60,46,Class_ester_x_solute_HBD
48,60,47,Solvent_self_hbond_proxy
48,60,48,Solute_signed_surface_imbalance
48,60,49,Solute_NumHAcceptors
48,60,50,Solvent_LabuteASA
48,60,51,Cross_pos_area_abs_gap
48,60,52,Class_nonpolar_x_nonpolar_match
48,60,53,Class_nonpolar_x_solute_HB_capacity
48,60,54,Cross_temperature_x_sigma2_gap
48,60,55,Solvent_MinPartialCharge
48,60,56,Solvent_M_nonpolar
48,60,57,Cross_HBA_solute_x_HBD_solvent
48,60,58,Class_nonpolar_x_solute_sigma2
48,60,59,Cross_hb_acc_moment_product
48,60,60,Solvent_M_hb_acc
49,33,1,Solute_BertzCT
49,33,2,Temperature_K
49,33,3,Solute_TPSA
49,33,4,Solute_MolLogP
49,33,5,Solute_HB_capacity
49,33,6,Solute_MolWt
49,33,7,Solvent_MaxPartialCharge
49,33,8,Solvent_pos_area_frac
49,33,9,Solute_BalabanJ
49,33,10,Solute_polar_surface_density
49,33,11,Solute_RingCount
49,33,12,Solute_MaxPartialCharge
49,33,13,Solute_M_hb_don
49,33,14,Solute_NumAromaticRings
49,33,15,Solute_NumRotatableBonds
49,33,16,Solute_M_nonpolar
49,33,17,Cross_sigma2_abs_gap
49,33,18,Cross_logP_abs_gap
49,33,19,Solute_sig3
49,33,20,Solute_MinAbsPartialCharge
49,33,21,Solute_LabuteASA
49,33,22,Solute_sig2
49,33,23,Solute_MaxAbsPartialCharge
49,33,24,Cross_hb_don_moment_product
49,33,25,Solvent_BalabanJ
49,33,26,Solute_HeavyAtomCount
49,33,27,Cross_HB_directional_balance
49,33,28,Cross_TPSA_density_abs_gap
49,33,29,Solvent_MolLogP
49,33,30,Solute_MinPartialCharge
49,33,31,Solute_M_hb_acc
49,33,32,Cross_HB_capacity_product
49,33,33,Solvent_sigma_asymmetry_abs
49,47,1,Solute_BertzCT
49,47,2,Temperature_K
49,47,3,Solute_TPSA
49,47,4,Solute_MolLogP
49,47,5,Solute_HB_capacity
49,47,6,Solute_MolWt
49,47,7,Solvent_MaxPartialCharge
49,47,8,Solvent_pos_area_frac
49,47,9,Solute_BalabanJ
49,47,10,Solute_polar_surface_density
49,47,11,Solute_RingCount
49,47,12,Solute_MaxPartialCharge
49,47,13,Solute_M_hb_don
49,47,14,Solute_NumAromaticRings
49,47,15,Solute_NumRotatableBonds
49,47,16,Solute_M_nonpolar
49,47,17,Cross_sigma2_abs_gap
49,47,18,Cross_logP_abs_gap
49,47,19,Solute_sig3
49,47,20,Solute_MinAbsPartialCharge
49,47,21,Solute_LabuteASA
49,47,22,Solute_sig2
49,47,23,Solute_MaxAbsPartialCharge
49,47,24,Cross_hb_don_moment_product
49,47,25,Solvent_BalabanJ
49,47,26,Solute_HeavyAtomCount
49,47,27,Cross_HB_directional_balance
49,47,28,Cross_TPSA_density_abs_gap
49,47,29,Solvent_MolLogP
49,47,30,Solute_MinPartialCharge
49,47,31,Solute_M_hb_acc
49,47,32,Cross_HB_capacity_product
49,47,33,Solvent_sigma_asymmetry_abs
49,47,34,Solvent_sig3
49,47,35,Solvent_hydrophobic_density
49,47,36,Cross_surface_imbalance_product
49,47,37,Solute_pos_area_frac
49,47,38,Solute_NumHDonors
49,47,39,Cross_nonpolar_match
49,47,40,Solute_neg_area_frac
49,47,41,Class_ester_x_solute_TPSA_density
49,47,42,Cross_sigma3_abs_gap
49,47,43,Cross_acc_to_don_surface
49,47,44,Solute_signed_surface_imbalance
49,47,45,Class_ester_x_solute_HBD
49,47,46,Solvent_sig2
49,47,47,Solvent_neg_area_frac
49,60,1,Solute_BertzCT
49,60,2,Temperature_K
49,60,3,Solute_TPSA
49,60,4,Solute_MolLogP
49,60,5,Solute_HB_capacity
49,60,6,Solute_MolWt
49,60,7,Solvent_MaxPartialCharge
49,60,8,Solvent_pos_area_frac
49,60,9,Solute_BalabanJ
49,60,10,Solute_polar_surface_density
49,60,11,Solute_RingCount
49,60,12,Solute_MaxPartialCharge
49,60,13,Solute_M_hb_don
49,60,14,Solute_NumAromaticRings
49,60,15,Solute_NumRotatableBonds
49,60,16,Solute_M_nonpolar
49,60,17,Cross_sigma2_abs_gap
49,60,18,Cross_logP_abs_gap
49,60,19,Solute_sig3
49,60,20,Solute_MinAbsPartialCharge
49,60,21,Solute_LabuteASA
49,60,22,Solute_sig2
49,60,23,Solute_MaxAbsPartialCharge
49,60,24,Cross_hb_don_moment_product
49,60,25,Solvent_BalabanJ
49,60,26,Solute_HeavyAtomCount
49,60,27,Cross_HB_directional_balance
49,60,28,Cross_TPSA_density_abs_gap
49,60,29,Solvent_MolLogP
49,60,30,Solute_MinPartialCharge
49,60,31,Solute_M_hb_acc
49,60,32,Cross_HB_capacity_product
49,60,33,Solvent_sigma_asymmetry_abs
49,60,34,Solvent_sig3
49,60,35,Solvent_hydrophobic_density
49,60,36,Cross_surface_imbalance_product
49,60,37,Solute_pos_area_frac
49,60,38,Solute_NumHDonors
49,60,39,Cross_nonpolar_match
49,60,40,Solute_neg_area_frac
49,60,41,Class_ester_x_solute_TPSA_density
49,60,42,Cross_sigma3_abs_gap
49,60,43,Cross_acc_to_don_surface
49,60,44,Solute_signed_surface_imbalance
49,60,45,Class_ester_x_solute_HBD
49,60,46,Solvent_sig2
49,60,47,Solvent_neg_area_frac
49,60,48,Solute_NumHAcceptors
49,60,49,Solvent_self_hbond_proxy
49,60,50,Cross_pos_area_abs_gap
49,60,51,Cross_hb_acc_moment_product
49,60,52,Class_nonpolar_x_nonpolar_match
49,60,53,Cross_HBD_solute_x_HBA_solvent
49,60,54,Solvent_MinPartialCharge
49,60,55,Cross_HBA_solute_x_HBD_solvent
49,60,56,Solvent_M_hb_acc
49,60,57,Solvent_M_nonpolar
49,60,58,Class_nonpolar_x_solute_TPSA_density
49,60,59,Solvent_LabuteASA
49,60,60,Solvent_MolWt
50,33,1,Solute_BertzCT
50,33,2,Temperature_K
50,33,3,Solute_TPSA
50,33,4,Solute_MolLogP
50,33,5,Solute_HB_capacity
50,33,6,Solute_MolWt
50,33,7,Solvent_MaxPartialCharge
50,33,8,Solvent_pos_area_frac
50,33,9,Solute_BalabanJ
50,33,10,Solute_MaxPartialCharge
50,33,11,Solute_RingCount
50,33,12,Solute_polar_surface_density
50,33,13,Solute_M_hb_don
50,33,14,Solute_NumAromaticRings
50,33,15,Cross_sigma2_abs_gap
50,33,16,Solute_sig3
50,33,17,Solute_MinAbsPartialCharge
50,33,18,Solute_NumRotatableBonds
50,33,19,Cross_logP_abs_gap
50,33,20,Solute_M_nonpolar
50,33,21,Solute_sig2
50,33,22,Solute_MaxAbsPartialCharge
50,33,23,Solute_LabuteASA
50,33,24,Solvent_BalabanJ
50,33,25,Solute_M_hb_acc
50,33,26,Cross_hb_don_moment_product
50,33,27,Cross_HB_directional_balance
50,33,28,Solvent_neg_area_frac
50,33,29,Solute_MinPartialCharge
50,33,30,Solvent_MolLogP
50,33,31,Solute_HeavyAtomCount
50,33,32,Solvent_sigma_asymmetry_abs
50,33,33,Solute_pos_area_frac
50,47,1,Solute_BertzCT
50,47,2,Temperature_K
50,47,3,Solute_TPSA
50,47,4,Solute_MolLogP
50,47,5,Solute_HB_capacity
50,47,6,Solute_MolWt
50,47,7,Solvent_MaxPartialCharge
50,47,8,Solvent_pos_area_frac
50,47,9,Solute_BalabanJ
50,47,10,Solute_MaxPartialCharge
50,47,11,Solute_RingCount
50,47,12,Solute_polar_surface_density
50,47,13,Solute_M_hb_don
50,47,14,Solute_NumAromaticRings
50,47,15,Cross_sigma2_abs_gap
50,47,16,Solute_sig3
50,47,17,Solute_MinAbsPartialCharge
50,47,18,Solute_NumRotatableBonds
50,47,19,Cross_logP_abs_gap
50,47,20,Solute_M_nonpolar
50,47,21,Solute_sig2
50,47,22,Solute_MaxAbsPartialCharge
50,47,23,Solute_LabuteASA
50,47,24,Solvent_BalabanJ
50,47,25,Solute_M_hb_acc
50,47,26,Cross_hb_don_moment_product
50,47,27,Cross_HB_directional_balance
50,47,28,Solvent_neg_area_frac
50,47,29,Solute_MinPartialCharge
50,47,30,Solvent_MolLogP
50,47,31,Solute_HeavyAtomCount
50,47,32,Solvent_sigma_asymmetry_abs
50,47,33,Solute_pos_area_frac
50,47,34,Cross_TPSA_density_abs_gap
50,47,35,Cross_surface_imbalance_product
50,47,36,Solute_NumHDonors
50,47,37,Cross_nonpolar_match
50,47,38,Solvent_hydrophobic_density
50,47,39,Solvent_sig3
50,47,40,Solute_neg_area_frac
50,47,41,Class_ester_x_solute_TPSA_density
50,47,42,Cross_HB_capacity_product
50,47,43,Cross_sigma3_abs_gap
50,47,44,Cross_acc_to_don_surface
50,47,45,Solvent_sig2
50,47,46,Class_ester_x_solute_HBD
50,47,47,Solute_signed_surface_imbalance
50,60,1,Solute_BertzCT
50,60,2,Temperature_K
50,60,3,Solute_TPSA
50,60,4,Solute_MolLogP
50,60,5,Solute_HB_capacity
50,60,6,Solute_MolWt
50,60,7,Solvent_MaxPartialCharge
50,60,8,Solvent_pos_area_frac
50,60,9,Solute_BalabanJ
50,60,10,Solute_MaxPartialCharge
50,60,11,Solute_RingCount
50,60,12,Solute_polar_surface_density
50,60,13,Solute_M_hb_don
50,60,14,Solute_NumAromaticRings
50,60,15,Cross_sigma2_abs_gap
50,60,16,Solute_sig3
50,60,17,Solute_MinAbsPartialCharge
50,60,18,Solute_NumRotatableBonds
50,60,19,Cross_logP_abs_gap
50,60,20,Solute_M_nonpolar
50,60,21,Solute_sig2
50,60,22,Solute_MaxAbsPartialCharge
50,60,23,Solute_LabuteASA
50,60,24,Solvent_BalabanJ
50,60,25,Solute_M_hb_acc
50,60,26,Cross_hb_don_moment_product
50,60,27,Cross_HB_directional_balance
50,60,28,Solvent_neg_area_frac
50,60,29,Solute_MinPartialCharge
50,60,30,Solvent_MolLogP
50,60,31,Solute_HeavyAtomCount
50,60,32,Solvent_sigma_asymmetry_abs
50,60,33,Solute_pos_area_frac
50,60,34,Cross_TPSA_density_abs_gap
50,60,35,Cross_surface_imbalance_product
50,60,36,Solute_NumHDonors
50,60,37,Cross_nonpolar_match
50,60,38,Solvent_hydrophobic_density
50,60,39,Solvent_sig3
50,60,40,Solute_neg_area_frac
50,60,41,Class_ester_x_solute_TPSA_density
50,60,42,Cross_HB_capacity_product
50,60,43,Cross_sigma3_abs_gap
50,60,44,Cross_acc_to_don_surface
50,60,45,Solvent_sig2
50,60,46,Class_ester_x_solute_HBD
50,60,47,Solute_signed_surface_imbalance
50,60,48,Cross_pos_area_abs_gap
50,60,49,Solute_NumHAcceptors
50,60,50,Solvent_self_hbond_proxy
50,60,51,Solvent_MinPartialCharge
50,60,52,Class_nonpolar_x_nonpolar_match
50,60,53,Solvent_LabuteASA
50,60,54,Solvent_MinAbsPartialCharge
50,60,55,Class_nonpolar_x_solute_sigma2
50,60,56,Cross_hb_acc_moment_product
50,60,57,Cross_HBD_solute_x_HBA_solvent
50,60,58,Cross_temperature_x_sigma2_gap
50,60,59,Class_nonpolar_x_solute_HB_capacity
50,60,60,Class_nonpolar_x_solute_TPSA_density
51,33,1,Solute_BertzCT
51,33,2,Temperature_K
51,33,3,Solute_TPSA
51,33,4,Solute_HB_capacity
51,33,5,Solute_MolLogP
51,33,6,Solvent_pos_area_frac
51,33,7,Solute_BalabanJ
51,33,8,Solute_MolWt
51,33,9,Solvent_MaxPartialCharge
51,33,10,Solute_MaxPartialCharge
51,33,11,Solute_NumAromaticRings
51,33,12,Solute_M_hb_don
51,33,13,Solute_RingCount
51,33,14,Solute_polar_surface_density
51,33,15,Solute_NumRotatableBonds
51,33,16,Solute_M_nonpolar
51,33,17,Solute_sig3
51,33,18,Cross_sigma2_abs_gap
51,33,19,Solute_MinAbsPartialCharge
51,33,20,Solute_MaxAbsPartialCharge
51,33,21,Cross_TPSA_density_abs_gap
51,33,22,Solute_sig2
51,33,23,Solute_LabuteASA
51,33,24,Solvent_BalabanJ
51,33,25,Cross_logP_abs_gap
51,33,26,Solute_HeavyAtomCount
51,33,27,Solute_M_hb_acc
51,33,28,Cross_HB_directional_balance
51,33,29,Cross_hb_don_moment_product
51,33,30,Solvent_MolLogP
51,33,31,Solvent_sigma_asymmetry_abs
51,33,32,Solute_MinPartialCharge
51,33,33,Solute_pos_area_frac
51,47,1,Solute_BertzCT
51,47,2,Temperature_K
51,47,3,Solute_TPSA
51,47,4,Solute_HB_capacity
51,47,5,Solute_MolLogP
51,47,6,Solvent_pos_area_frac
51,47,7,Solute_BalabanJ
51,47,8,Solute_MolWt
51,47,9,Solvent_MaxPartialCharge
51,47,10,Solute_MaxPartialCharge
51,47,11,Solute_NumAromaticRings
51,47,12,Solute_M_hb_don
51,47,13,Solute_RingCount
51,47,14,Solute_polar_surface_density
51,47,15,Solute_NumRotatableBonds
51,47,16,Solute_M_nonpolar
51,47,17,Solute_sig3
51,47,18,Cross_sigma2_abs_gap
51,47,19,Solute_MinAbsPartialCharge
51,47,20,Solute_MaxAbsPartialCharge
51,47,21,Cross_TPSA_density_abs_gap
51,47,22,Solute_sig2
51,47,23,Solute_LabuteASA
51,47,24,Solvent_BalabanJ
51,47,25,Cross_logP_abs_gap
51,47,26,Solute_HeavyAtomCount
51,47,27,Solute_M_hb_acc
51,47,28,Cross_HB_directional_balance
51,47,29,Cross_hb_don_moment_product
51,47,30,Solvent_MolLogP
51,47,31,Solvent_sigma_asymmetry_abs
51,47,32,Solute_MinPartialCharge
51,47,33,Solute_pos_area_frac
51,47,34,Solvent_sig3
51,47,35,Cross_nonpolar_match
51,47,36,Solvent_hydrophobic_density
51,47,37,Cross_surface_imbalance_product
51,47,38,Solute_NumHDonors
51,47,39,Solute_neg_area_frac
51,47,40,Class_ester_x_solute_TPSA_density
51,47,41,Cross_acc_to_don_surface
51,47,42,Cross_sigma3_abs_gap
51,47,43,Cross_HB_capacity_product
51,47,44,Solvent_sig2
51,47,45,Solvent_neg_area_frac
51,47,46,Class_ester_x_solute_HBD
51,47,47,Cross_pos_area_abs_gap
51,60,1,Solute_BertzCT
51,60,2,Temperature_K
51,60,3,Solute_TPSA
51,60,4,Solute_HB_capacity
51,60,5,Solute_MolLogP
51,60,6,Solvent_pos_area_frac
51,60,7,Solute_BalabanJ
51,60,8,Solute_MolWt
51,60,9,Solvent_MaxPartialCharge
51,60,10,Solute_MaxPartialCharge
51,60,11,Solute_NumAromaticRings
51,60,12,Solute_M_hb_don
51,60,13,Solute_RingCount
51,60,14,Solute_polar_surface_density
51,60,15,Solute_NumRotatableBonds
51,60,16,Solute_M_nonpolar
51,60,17,Solute_sig3
51,60,18,Cross_sigma2_abs_gap
51,60,19,Solute_MinAbsPartialCharge
51,60,20,Solute_MaxAbsPartialCharge
51,60,21,Cross_TPSA_density_abs_gap
51,60,22,Solute_sig2
51,60,23,Solute_LabuteASA
51,60,24,Solvent_BalabanJ
51,60,25,Cross_logP_abs_gap
51,60,26,Solute_HeavyAtomCount
51,60,27,Solute_M_hb_acc
51,60,28,Cross_HB_directional_balance
51,60,29,Cross_hb_don_moment_product
51,60,30,Solvent_MolLogP
51,60,31,Solvent_sigma_asymmetry_abs
51,60,32,Solute_MinPartialCharge
51,60,33,Solute_pos_area_frac
51,60,34,Solvent_sig3
51,60,35,Cross_nonpolar_match
51,60,36,Solvent_hydrophobic_density
51,60,37,Cross_surface_imbalance_product
51,60,38,Solute_NumHDonors
51,60,39,Solute_neg_area_frac
51,60,40,Class_ester_x_solute_TPSA_density
51,60,41,Cross_acc_to_don_surface
51,60,42,Cross_sigma3_abs_gap
51,60,43,Cross_HB_capacity_product
51,60,44,Solvent_sig2
51,60,45,Solvent_neg_area_frac
51,60,46,Class_ester_x_solute_HBD
51,60,47,Cross_pos_area_abs_gap
51,60,48,Solvent_self_hbond_proxy
51,60,49,Solute_signed_surface_imbalance
51,60,50,Class_nonpolar_x_nonpolar_match
51,60,51,Solvent_LabuteASA
51,60,52,Class_nonpolar_x_solute_sigma2
51,60,53,Solvent_MinPartialCharge
51,60,54,Class_nonpolar_x_solute_TPSA_density
51,60,55,Solvent_M_nonpolar
51,60,56,Solute_NumHAcceptors
51,60,57,Cross_hb_acc_moment_product
51,60,58,Cross_HBD_solute_x_HBA_solvent
51,60,59,Cross_HBA_solute_x_HBD_solvent
51,60,60,Solvent_MinAbsPartialCharge
52,33,1,Solute_BertzCT
52,33,2,Temperature_K
52,33,3,Solute_TPSA
52,33,4,Solute_MolLogP
52,33,5,Solute_HB_capacity
52,33,6,Solvent_MaxPartialCharge
52,33,7,Solute_MolWt
52,33,8,Solvent_pos_area_frac
52,33,9,Solute_BalabanJ
52,33,10,Solute_MaxPartialCharge
52,33,11,Solute_M_hb_don
52,33,12,Solute_polar_surface_density
52,33,13,Solute_RingCount
52,33,14,Cross_sigma2_abs_gap
52,33,15,Solute_NumRotatableBonds
52,33,16,Cross_logP_abs_gap
52,33,17,Solute_NumAromaticRings
52,33,18,Solute_MinAbsPartialCharge
52,33,19,Solute_sig3
52,33,20,Solute_MaxAbsPartialCharge
52,33,21,Solute_LabuteASA
52,33,22,Solute_M_nonpolar
52,33,23,Solute_sig2
52,33,24,Solvent_BalabanJ
52,33,25,Cross_hb_don_moment_product
52,33,26,Solvent_sigma_asymmetry_abs
52,33,27,Solute_M_hb_acc
52,33,28,Cross_TPSA_density_abs_gap
52,33,29,Solute_HeavyAtomCount
52,33,30,Cross_HB_directional_balance
52,33,31,Solute_MinPartialCharge
52,33,32,Solvent_neg_area_frac
52,33,33,Solute_pos_area_frac
52,47,1,Solute_BertzCT
52,47,2,Temperature_K
52,47,3,Solute_TPSA
52,47,4,Solute_MolLogP
52,47,5,Solute_HB_capacity
52,47,6,Solvent_MaxPartialCharge
52,47,7,Solute_MolWt
52,47,8,Solvent_pos_area_frac
52,47,9,Solute_BalabanJ
52,47,10,Solute_MaxPartialCharge
52,47,11,Solute_M_hb_don
52,47,12,Solute_polar_surface_density
52,47,13,Solute_RingCount
52,47,14,Cross_sigma2_abs_gap
52,47,15,Solute_NumRotatableBonds
52,47,16,Cross_logP_abs_gap
52,47,17,Solute_NumAromaticRings
52,47,18,Solute_MinAbsPartialCharge
52,47,19,Solute_sig3
52,47,20,Solute_MaxAbsPartialCharge
52,47,21,Solute_LabuteASA
52,47,22,Solute_M_nonpolar
52,47,23,Solute_sig2
52,47,24,Solvent_BalabanJ
52,47,25,Cross_hb_don_moment_product
52,47,26,Solvent_sigma_asymmetry_abs
52,47,27,Solute_M_hb_acc
52,47,28,Cross_TPSA_density_abs_gap
52,47,29,Solute_HeavyAtomCount
52,47,30,Cross_HB_directional_balance
52,47,31,Solute_MinPartialCharge
52,47,32,Solvent_neg_area_frac
52,47,33,Solute_pos_area_frac
52,47,34,Cross_surface_imbalance_product
52,47,35,Cross_nonpolar_match
52,47,36,Solute_NumHDonors
52,47,37,Solvent_MolLogP
52,47,38,Solute_neg_area_frac
52,47,39,Solvent_sig3
52,47,40,Solvent_hydrophobic_density
52,47,41,Class_ester_x_solute_TPSA_density
52,47,42,Solvent_sig2
52,47,43,Cross_sigma3_abs_gap
52,47,44,Solvent_self_hbond_proxy
52,47,45,Cross_acc_to_don_surface
52,47,46,Solute_signed_surface_imbalance
52,47,47,Cross_pos_area_abs_gap
52,60,1,Solute_BertzCT
52,60,2,Temperature_K
52,60,3,Solute_TPSA
52,60,4,Solute_MolLogP
52,60,5,Solute_HB_capacity
