seed,top_k,rank,feature
52,60,6,Solvent_MaxPartialCharge
52,60,7,Solute_MolWt
52,60,8,Solvent_pos_area_frac
52,60,9,Solute_BalabanJ
52,60,10,Solute_MaxPartialCharge
52,60,11,Solute_M_hb_don
52,60,12,Solute_polar_surface_density
52,60,13,Solute_RingCount
52,60,14,Cross_sigma2_abs_gap
52,60,15,Solute_NumRotatableBonds
52,60,16,Cross_logP_abs_gap
52,60,17,Solute_NumAromaticRings
52,60,18,Solute_MinAbsPartialCharge
52,60,19,Solute_sig3
52,60,20,Solute_MaxAbsPartialCharge
52,60,21,Solute_LabuteASA
52,60,22,Solute_M_nonpolar
52,60,23,Solute_sig2
52,60,24,Solvent_BalabanJ
52,60,25,Cross_hb_don_moment_product
52,60,26,Solvent_sigma_asymmetry_abs
52,60,27,Solute_M_hb_acc
52,60,28,Cross_TPSA_density_abs_gap
52,60,29,Solute_HeavyAtomCount
52,60,30,Cross_HB_directional_balance
52,60,31,Solute_MinPartialCharge
52,60,32,Solvent_neg_area_frac
52,60,33,Solute_pos_area_frac
52,60,34,Cross_surface_imbalance_product
52,60,35,Cross_nonpolar_match
52,60,36,Solute_NumHDonors
52,60,37,Solvent_MolLogP
52,60,38,Solute_neg_area_frac
52,60,39,Solvent_sig3
52,60,40,Solvent_hydrophobic_density
52,60,41,Class_ester_x_solute_TPSA_density
52,60,42,Solvent_sig2
52,60,43,Cross_sigma3_abs_gap
52,60,44,Solvent_self_hbond_proxy
52,60,45,Cross_acc_to_don_surface
52,60,46,Solute_signed_surface_imbalance
52,60,47,Cross_pos_area_abs_gap
52,60,48,Cross_HB_capacity_product
52,60,49,Solute_NumHAcceptors
52,60,50,Class_nonpolar_x_solute_sigma2
52,60,51,Class_ester_x_solute_HBD
52,60,52,Solvent_LabuteASA
52,60,53,Cross_HBA_solute_x_HBD_solvent
52,60,54,Cross_temperature_x_sigma2_gap
52,60,55,Class_nonpolar_x_nonpolar_match
52,60,56,Cross_hb_acc_moment_product
52,60,57,Class_nonpolar_x_solute_HB_capacity
52,60,58,Cross_HBD_solute_x_HBA_solvent
52,60,59,Cross_don_to_acc_surface
52,60,60,Solvent_MinAbsPartialCharge
53,33,1,Solute_BertzCT
53,33,2,Temperature_K
53,33,3,Solute_TPSA
53,33,4,Solute_MolLogP
53,33,5,Solute_HB_capacity
53,33,6,Solute_MolWt
53,33,7,Solvent_MaxPartialCharge
53,33,8,Solute_BalabanJ
53,33,9,Solvent_pos_area_frac
53,33,10,Solute_RingCount
53,33,11,Solute_M_hb_don
53,33,12,Solute_MaxPartialCharge
53,33,13,Solute_polar_surface_density
53,33,14,Solute_MinAbsPartialCharge
53,33,15,Cross_sigma2_abs_gap
53,33,16,Solute_sig3
53,33,17,Cross_logP_abs_gap
53,33,18,Solute_NumRotatableBonds
53,33,19,Solute_NumAromaticRings
53,33,20,Solute_sig2
53,33,21,Solute_M_nonpolar
53,33,22,Solute_LabuteASA
53,33,23,Cross_HB_directional_balance
53,33,24,Cross_TPSA_density_abs_gap
53,33,25,Solvent_BalabanJ
53,33,26,Cross_hb_don_moment_product
53,33,27,Solute_M_hb_acc
53,33,28,Solute_MaxAbsPartialCharge
53,33,29,Solvent_MolLogP
53,33,30,Solute_MinPartialCharge
53,33,31,Solute_HeavyAtomCount
53,33,32,Solvent_sigma_asymmetry_abs
53,33,33,Cross_surface_imbalance_product
53,47,1,Solute_BertzCT
53,47,2,Temperature_K
53,47,3,Solute_TPSA
53,47,4,Solute_MolLogP
53,47,5,Solute_HB_capacity
53,47,6,Solute_MolWt
53,47,7,Solvent_MaxPartialCharge
53,47,8,Solute_BalabanJ
53,47,9,Solvent_pos_area_frac
53,47,10,Solute_RingCount
53,47,11,Solute_M_hb_don
53,47,12,Solute_MaxPartialCharge
53,47,13,Solute_polar_surface_density
53,47,14,Solute_MinAbsPartialCharge
53,47,15,Cross_sigma2_abs_gap
53,47,16,Solute_sig3
53,47,17,Cross_logP_abs_gap
53,47,18,Solute_NumRotatableBonds
53,47,19,Solute_NumAromaticRings
53,47,20,Solute_sig2
53,47,21,Solute_M_nonpolar
53,47,22,Solute_LabuteASA
53,47,23,Cross_HB_directional_balance
53,47,24,Cross_TPSA_density_abs_gap
53,47,25,Solvent_BalabanJ
53,47,26,Cross_hb_don_moment_product
53,47,27,Solute_M_hb_acc
53,47,28,Solute_MaxAbsPartialCharge
53,47,29,Solvent_MolLogP
53,47,30,Solute_MinPartialCharge
53,47,31,Solute_HeavyAtomCount
53,47,32,Solvent_sigma_asymmetry_abs
53,47,33,Cross_surface_imbalance_product
53,47,34,Cross_nonpolar_match
53,47,35,Solute_pos_area_frac
53,47,36,Solvent_sig3
53,47,37,Solute_NumHDonors
53,47,38,Solvent_hydrophobic_density
53,47,39,Solvent_sig2
53,47,40,Class_ester_x_solute_TPSA_density
53,47,41,Solvent_neg_area_frac
53,47,42,Solute_neg_area_frac
53,47,43,Cross_sigma3_abs_gap
53,47,44,Class_ester_x_solute_HBD
53,47,45,Cross_HB_capacity_product
53,47,46,Cross_pos_area_abs_gap
53,47,47,Cross_acc_to_don_surface
53,60,1,Solute_BertzCT
53,60,2,Temperature_K
53,60,3,Solute_TPSA
53,60,4,Solute_MolLogP
53,60,5,Solute_HB_capacity
53,60,6,Solute_MolWt
53,60,7,Solvent_MaxPartialCharge
53,60,8,Solute_BalabanJ
53,60,9,Solvent_pos_area_frac
53,60,10,Solute_RingCount
53,60,11,Solute_M_hb_don
53,60,12,Solute_MaxPartialCharge
53,60,13,Solute_polar_surface_density
53,60,14,Solute_MinAbsPartialCharge
53,60,15,Cross_sigma2_abs_gap
53,60,16,Solute_sig3
53,60,17,Cross_logP_abs_gap
53,60,18,Solute_NumRotatableBonds
53,60,19,Solute_NumAromaticRings
53,60,20,Solute_sig2
53,60,21,Solute_M_nonpolar
53,60,22,Solute_LabuteASA
53,60,23,Cross_HB_directional_balance
53,60,24,Cross_TPSA_density_abs_gap
53,60,25,Solvent_BalabanJ
53,60,26,Cross_hb_don_moment_product
53,60,27,Solute_M_hb_acc
53,60,28,Solute_MaxAbsPartialCharge
53,60,29,Solvent_MolLogP
53,60,30,Solute_MinPartialCharge
53,60,31,Solute_HeavyAtomCount
53,60,32,Solvent_sigma_asymmetry_abs
53,60,33,Cross_surface_imbalance_product
53,60,34,Cross_nonpolar_match
53,60,35,Solute_pos_area_frac
53,60,36,Solvent_sig3
53,60,37,Solute_NumHDonors
53,60,38,Solvent_hydrophobic_density
53,60,39,Solvent_sig2
53,60,40,Class_ester_x_solute_TPSA_density
53,60,41,Solvent_neg_area_frac
53,60,42,Solute_neg_area_frac
53,60,43,Cross_sigma3_abs_gap
53,60,44,Class_ester_x_solute_HBD
53,60,45,Cross_HB_capacity_product
53,60,46,Cross_pos_area_abs_gap
53,60,47,Cross_acc_to_don_surface
53,60,48,Solute_NumHAcceptors
53,60,49,Solute_signed_surface_imbalance
53,60,50,Solvent_self_hbond_proxy
53,60,51,Solvent_MinAbsPartialCharge
53,60,52,Solvent_MinPartialCharge
53,60,53,Class_nonpolar_x_nonpolar_match
53,60,54,Solvent_LabuteASA
53,60,55,Cross_hb_acc_moment_product
53,60,56,Cross_HBA_solute_x_HBD_solvent
53,60,57,Class_nonpolar_x_solute_TPSA_density
53,60,58,Class_nonpolar_x_solute_sigma2
53,60,59,Cross_HBD_solute_x_HBA_solvent
53,60,60,Class_nonpolar_x_solute_HB_capacity
54,33,1,Solute_BertzCT
54,33,2,Temperature_K
54,33,3,Solute_TPSA
54,33,4,Solute_HB_capacity
54,33,5,Solute_MolLogP
54,33,6,Solvent_pos_area_frac
54,33,7,Solvent_MaxPartialCharge
54,33,8,Solute_MolWt
54,33,9,Solute_BalabanJ
54,33,10,Solute_MaxPartialCharge
54,33,11,Solute_RingCount
54,33,12,Solute_polar_surface_density
54,33,13,Solute_M_hb_don
54,33,14,Cross_sigma2_abs_gap
54,33,15,Solute_sig3
54,33,16,Solute_NumRotatableBonds
54,33,17,Solute_NumAromaticRings
54,33,18,Solute_M_nonpolar
54,33,19,Solute_MinAbsPartialCharge
54,33,20,Cross_logP_abs_gap
54,33,21,Solute_LabuteASA
54,33,22,Solute_sig2
54,33,23,Solute_MaxAbsPartialCharge
54,33,24,Cross_TPSA_density_abs_gap
54,33,25,Solvent_BalabanJ
54,33,26,Solvent_MolLogP
54,33,27,Cross_HB_directional_balance
54,33,28,Solute_M_hb_acc
54,33,29,Cross_hb_don_moment_product
54,33,30,Solute_HeavyAtomCount
54,33,31,Solute_MinPartialCharge
54,33,32,Solute_pos_area_frac
54,33,33,Solvent_sigma_asymmetry_abs
54,47,1,Solute_BertzCT
54,47,2,Temperature_K
54,47,3,Solute_TPSA
54,47,4,Solute_HB_capacity
54,47,5,Solute_MolLogP
54,47,6,Solvent_pos_area_frac
54,47,7,Solvent_MaxPartialCharge
54,47,8,Solute_MolWt
54,47,9,Solute_BalabanJ
54,47,10,Solute_MaxPartialCharge
54,47,11,Solute_RingCount
54,47,12,Solute_polar_surface_density
54,47,13,Solute_M_hb_don
54,47,14,Cross_sigma2_abs_gap
54,47,15,Solute_sig3
54,47,16,Solute_NumRotatableBonds
54,47,17,Solute_NumAromaticRings
54,47,18,Solute_M_nonpolar
54,47,19,Solute_MinAbsPartialCharge
54,47,20,Cross_logP_abs_gap
54,47,21,Solute_LabuteASA
54,47,22,Solute_sig2
54,47,23,Solute_MaxAbsPartialCharge
54,47,24,Cross_TPSA_density_abs_gap
54,47,25,Solvent_BalabanJ
54,47,26,Solvent_MolLogP
54,47,27,Cross_HB_directional_balance
54,47,28,Solute_M_hb_acc
54,47,29,Cross_hb_don_moment_product
54,47,30,Solute_HeavyAtomCount
54,47,31,Solute_MinPartialCharge
54,47,32,Solute_pos_area_frac
54,47,33,Solvent_sigma_asymmetry_abs
54,47,34,Cross_nonpolar_match
54,47,35,Solvent_sig3
54,47,36,Cross_surface_imbalance_product
54,47,37,Solute_NumHDonors
54,47,38,Solvent_hydrophobic_density
54,47,39,Cross_sigma3_abs_gap
54,47,40,Cross_acc_to_don_surface
54,47,41,Class_ester_x_solute_HBD
54,47,42,Solute_neg_area_frac
54,47,43,Solvent_neg_area_frac
54,47,44,Class_ester_x_solute_TPSA_density
54,47,45,Cross_HB_capacity_product
54,47,46,Solute_NumHAcceptors
54,47,47,Solute_signed_surface_imbalance
54,60,1,Solute_BertzCT
54,60,2,Temperature_K
54,60,3,Solute_TPSA
54,60,4,Solute_HB_capacity
54,60,5,Solute_MolLogP
54,60,6,Solvent_pos_area_frac
54,60,7,Solvent_MaxPartialCharge
54,60,8,Solute_MolWt
54,60,9,Solute_BalabanJ
54,60,10,Solute_MaxPartialCharge
54,60,11,Solute_RingCount
54,60,12,Solute_polar_surface_density
54,60,13,Solute_M_hb_don
54,60,14,Cross_sigma2_abs_gap
54,60,15,Solute_sig3
54,60,16,Solute_NumRotatableBonds
54,60,17,Solute_NumAromaticRings
54,60,18,Solute_M_nonpolar
54,60,19,Solute_MinAbsPartialCharge
54,60,20,Cross_logP_abs_gap
54,60,21,Solute_LabuteASA
54,60,22,Solute_sig2
54,60,23,Solute_MaxAbsPartialCharge
54,60,24,Cross_TPSA_density_abs_gap
54,60,25,Solvent_BalabanJ
54,60,26,Solvent_MolLogP
54,60,27,Cross_HB_directional_balance
54,60,28,Solute_M_hb_acc
54,60,29,Cross_hb_don_moment_product
54,60,30,Solute_HeavyAtomCount
54,60,31,Solute_MinPartialCharge
54,60,32,Solute_pos_area_frac
54,60,33,Solvent_sigma_asymmetry_abs
54,60,34,Cross_nonpolar_match
54,60,35,Solvent_sig3
54,60,36,Cross_surface_imbalance_product
54,60,37,Solute_NumHDonors
54,60,38,Solvent_hydrophobic_density
54,60,39,Cross_sigma3_abs_gap
54,60,40,Cross_acc_to_don_surface
54,60,41,Class_ester_x_solute_HBD
54,60,42,Solute_neg_area_frac
54,60,43,Solvent_neg_area_frac
54,60,44,Class_ester_x_solute_TPSA_density
54,60,45,Cross_HB_capacity_product
54,60,46,Solute_NumHAcceptors
54,60,47,Solute_signed_surface_imbalance
54,60,48,Solvent_self_hbond_proxy
54,60,49,Solvent_sig2
54,60,50,Cross_pos_area_abs_gap
54,60,51,Class_nonpolar_x_solute_sigma2
54,60,52,Class_nonpolar_x_nonpolar_match
54,60,53,Solvent_MinPartialCharge
54,60,54,Solvent_MinAbsPartialCharge
54,60,55,Class_nonpolar_x_solute_TPSA_density
54,60,56,Cross_HBA_solute_x_HBD_solvent
54,60,57,Solvent_LabuteASA
54,60,58,Cross_HBD_solute_x_HBA_solvent
54,60,59,Cross_hb_acc_moment_product
54,60,60,Solvent_MolWt
55,33,1,Solute_BertzCT
55,33,2,Temperature_K
55,33,3,Solute_TPSA
55,33,4,Solute_MolLogP
55,33,5,Solute_HB_capacity
55,33,6,Solvent_MaxPartialCharge
55,33,7,Solvent_pos_area_frac
55,33,8,Solute_MolWt
55,33,9,Solute_BalabanJ
55,33,10,Solute_MaxPartialCharge
55,33,11,Solute_polar_surface_density
55,33,12,Solute_RingCount
55,33,13,Solute_M_hb_don
55,33,14,Solute_NumAromaticRings
55,33,15,Cross_sigma2_abs_gap
55,33,16,Solute_NumRotatableBonds
55,33,17,Solute_MinAbsPartialCharge
55,33,18,Solute_sig3
55,33,19,Solute_LabuteASA
55,33,20,Solute_M_nonpolar
55,33,21,Solute_sig2
55,33,22,Cross_logP_abs_gap
55,33,23,Solute_MaxAbsPartialCharge
55,33,24,Solvent_BalabanJ
55,33,25,Solute_HeavyAtomCount
55,33,26,Cross_HB_directional_balance
55,33,27,Solvent_MolLogP
55,33,28,Cross_TPSA_density_abs_gap
55,33,29,Cross_hb_don_moment_product
55,33,30,Solute_M_hb_acc
55,33,31,Solvent_sigma_asymmetry_abs
55,33,32,Solute_MinPartialCharge
55,33,33,Solute_NumHDonors
55,47,1,Solute_BertzCT
55,47,2,Temperature_K
55,47,3,Solute_TPSA
55,47,4,Solute_MolLogP
55,47,5,Solute_HB_capacity
55,47,6,Solvent_MaxPartialCharge
55,47,7,Solvent_pos_area_frac
55,47,8,Solute_MolWt
55,47,9,Solute_BalabanJ
55,47,10,Solute_MaxPartialCharge
55,47,11,Solute_polar_surface_density
55,47,12,Solute_RingCount
55,47,13,Solute_M_hb_don
55,47,14,Solute_NumAromaticRings
55,47,15,Cross_sigma2_abs_gap
55,47,16,Solute_NumRotatableBonds
55,47,17,Solute_MinAbsPartialCharge
55,47,18,Solute_sig3
55,47,19,Solute_LabuteASA
55,47,20,Solute_M_nonpolar
55,47,21,Solute_sig2
55,47,22,Cross_logP_abs_gap
55,47,23,Solute_MaxAbsPartialCharge
55,47,24,Solvent_BalabanJ
55,47,25,Solute_HeavyAtomCount
55,47,26,Cross_HB_directional_balance
55,47,27,Solvent_MolLogP
55,47,28,Cross_TPSA_density_abs_gap
55,47,29,Cross_hb_don_moment_product
55,47,30,Solute_M_hb_acc
55,47,31,Solvent_sigma_asymmetry_abs
55,47,32,Solute_MinPartialCharge
55,47,33,Solute_NumHDonors
55,47,34,Cross_nonpolar_match
55,47,35,Solute_pos_area_frac
55,47,36,Solvent_sig3
55,47,37,Cross_surface_imbalance_product
55,47,38,Solvent_hydrophobic_density
55,47,39,Solute_neg_area_frac
55,47,40,Solvent_neg_area_frac
55,47,41,Class_ester_x_solute_TPSA_density
55,47,42,Cross_sigma3_abs_gap
55,47,43,Cross_acc_to_don_surface
55,47,44,Class_ester_x_solute_HBD
55,47,45,Solute_signed_surface_imbalance
55,47,46,Cross_HB_capacity_product
55,47,47,Solvent_sig2
55,60,1,Solute_BertzCT
55,60,2,Temperature_K
55,60,3,Solute_TPSA
55,60,4,Solute_MolLogP
55,60,5,Solute_HB_capacity
55,60,6,Solvent_MaxPartialCharge
55,60,7,Solvent_pos_area_frac
55,60,8,Solute_MolWt
55,60,9,Solute_BalabanJ
55,60,10,Solute_MaxPartialCharge
55,60,11,Solute_polar_surface_density
55,60,12,Solute_RingCount
55,60,13,Solute_M_hb_don
55,60,14,Solute_NumAromaticRings
55,60,15,Cross_sigma2_abs_gap
55,60,16,Solute_NumRotatableBonds
55,60,17,Solute_MinAbsPartialCharge
55,60,18,Solute_sig3
55,60,19,Solute_LabuteASA
55,60,20,Solute_M_nonpolar
55,60,21,Solute_sig2
55,60,22,Cross_logP_abs_gap
55,60,23,Solute_MaxAbsPartialCharge
55,60,24,Solvent_BalabanJ
55,60,25,Solute_HeavyAtomCount
55,60,26,Cross_HB_directional_balance
55,60,27,Solvent_MolLogP
55,60,28,Cross_TPSA_density_abs_gap
55,60,29,Cross_hb_don_moment_product
55,60,30,Solute_M_hb_acc
55,60,31,Solvent_sigma_asymmetry_abs
55,60,32,Solute_MinPartialCharge
55,60,33,Solute_NumHDonors
55,60,34,Cross_nonpolar_match
55,60,35,Solute_pos_area_frac
55,60,36,Solvent_sig3
55,60,37,Cross_surface_imbalance_product
55,60,38,Solvent_hydrophobic_density
55,60,39,Solute_neg_area_frac
55,60,40,Solvent_neg_area_frac
55,60,41,Class_ester_x_solute_TPSA_density
55,60,42,Cross_sigma3_abs_gap
55,60,43,Cross_acc_to_don_surface
55,60,44,Class_ester_x_solute_HBD
55,60,45,Solute_signed_surface_imbalance
55,60,46,Cross_HB_capacity_product
55,60,47,Solvent_sig2
55,60,48,Class_nonpolar_x_nonpolar_match
55,60,49,Solvent_self_hbond_proxy
55,60,50,Cross_temperature_x_sigma2_gap
55,60,51,Class_nonpolar_x_solute_sigma2
55,60,52,Cross_pos_area_abs_gap
55,60,53,Solute_NumHAcceptors
55,60,54,Cross_HBA_solute_x_HBD_solvent
55,60,55,Solvent_LabuteASA
55,60,56,Class_nonpolar_x_solute_HB_capacity
55,60,57,Solvent_MinPartialCharge
55,60,58,Solvent_M_nonpolar
55,60,59,Class_nonpolar_x_solute_TPSA_density
55,60,60,Cross_hb_acc_moment_product
56,33,1,Solute_BertzCT
56,33,2,Temperature_K
56,33,3,Solute_TPSA
56,33,4,Solute_MolLogP
56,33,5,Solute_HB_capacity
56,33,6,Solvent_MaxPartialCharge
56,33,7,Solute_BalabanJ
56,33,8,Solute_MolWt
56,33,9,Solvent_pos_area_frac
56,33,10,Solute_MaxPartialCharge
56,33,11,Solute_RingCount
56,33,12,Solute_polar_surface_density
56,33,13,Solute_M_hb_don
56,33,14,Solute_NumAromaticRings
56,33,15,Solute_NumRotatableBonds
56,33,16,Solute_sig2
56,33,17,Cross_logP_abs_gap
56,33,18,Solute_LabuteASA
56,33,19,Solute_sig3
56,33,20,Solute_MinAbsPartialCharge
56,33,21,Cross_sigma2_abs_gap
56,33,22,Solute_M_nonpolar
56,33,23,Cross_TPSA_density_abs_gap
56,33,24,Solvent_BalabanJ
56,33,25,Solute_MaxAbsPartialCharge
56,33,26,Solute_M_hb_acc
56,33,27,Solute_HeavyAtomCount
56,33,28,Solvent_sigma_asymmetry_abs
56,33,29,Cross_HB_directional_balance
56,33,30,Solute_MinPartialCharge
56,33,31,Cross_hb_don_moment_product
56,33,32,Cross_surface_imbalance_product
56,33,33,Solvent_MolLogP
56,47,1,Solute_BertzCT
56,47,2,Temperature_K
56,47,3,Solute_TPSA
56,47,4,Solute_MolLogP
56,47,5,Solute_HB_capacity
56,47,6,Solvent_MaxPartialCharge
56,47,7,Solute_BalabanJ
56,47,8,Solute_MolWt
56,47,9,Solvent_pos_area_frac
56,47,10,Solute_MaxPartialCharge
56,47,11,Solute_RingCount
56,47,12,Solute_polar_surface_density
56,47,13,Solute_M_hb_don
56,47,14,Solute_NumAromaticRings
56,47,15,Solute_NumRotatableBonds
56,47,16,Solute_sig2
56,47,17,Cross_logP_abs_gap
56,47,18,Solute_LabuteASA
56,47,19,Solute_sig3
56,47,20,Solute_MinAbsPartialCharge
56,47,21,Cross_sigma2_abs_gap
56,47,22,Solute_M_nonpolar
56,47,23,Cross_TPSA_density_abs_gap
56,47,24,Solvent_BalabanJ
56,47,25,Solute_MaxAbsPartialCharge
56,47,26,Solute_M_hb_acc
56,47,27,Solute_HeavyAtomCount
56,47,28,Solvent_sigma_asymmetry_abs
56,47,29,Cross_HB_directional_balance
56,47,30,Solute_MinPartialCharge
56,47,31,Cross_hb_don_moment_product
56,47,32,Cross_surface_imbalance_product
56,47,33,Solvent_MolLogP
56,47,34,Solvent_neg_area_frac
56,47,35,Cross_nonpolar_match
56,47,36,Solvent_sig3
56,47,37,Solute_pos_area_frac
56,47,38,Solute_NumHDonors
56,47,39,Solvent_hydrophobic_density
56,47,40,Solute_neg_area_frac
56,47,41,Class_ester_x_solute_TPSA_density
56,47,42,Cross_acc_to_don_surface
56,47,43,Cross_sigma3_abs_gap
56,47,44,Solvent_sig2
56,47,45,Cross_HB_capacity_product
56,47,46,Class_nonpolar_x_nonpolar_match
56,47,47,Solvent_self_hbond_proxy
56,60,1,Solute_BertzCT
56,60,2,Temperature_K
56,60,3,Solute_TPSA
56,60,4,Solute_MolLogP
56,60,5,Solute_HB_capacity
56,60,6,Solvent_MaxPartialCharge
56,60,7,Solute_BalabanJ
56,60,8,Solute_MolWt
56,60,9,Solvent_pos_area_frac
56,60,10,Solute_MaxPartialCharge
56,60,11,Solute_RingCount
56,60,12,Solute_polar_surface_density
56,60,13,Solute_M_hb_don
56,60,14,Solute_NumAromaticRings
56,60,15,Solute_NumRotatableBonds
56,60,16,Solute_sig2
56,60,17,Cross_logP_abs_gap
56,60,18,Solute_LabuteASA
56,60,19,Solute_sig3
56,60,20,Solute_MinAbsPartialCharge
56,60,21,Cross_sigma2_abs_gap
56,60,22,Solute_M_nonpolar
56,60,23,Cross_TPSA_density_abs_gap
56,60,24,Solvent_BalabanJ
56,60,25,Solute_MaxAbsPartialCharge
56,60,26,Solute_M_hb_acc
56,60,27,Solute_HeavyAtomCount
56,60,28,Solvent_sigma_asymmetry_abs
56,60,29,Cross_HB_directional_balance
56,60,30,Solute_MinPartialCharge
56,60,31,Cross_hb_don_moment_product
56,60,32,Cross_surface_imbalance_product
56,60,33,Solvent_MolLogP
56,60,34,Solvent_neg_area_frac
56,60,35,Cross_nonpolar_match
56,60,36,Solvent_sig3
56,60,37,Solute_pos_area_frac
56,60,38,Solute_NumHDonors
56,60,39,Solvent_hydrophobic_density
56,60,40,Solute_neg_area_frac
56,60,41,Class_ester_x_solute_TPSA_density
56,60,42,Cross_acc_to_don_surface
56,60,43,Cross_sigma3_abs_gap
56,60,44,Solvent_sig2
56,60,45,Cross_HB_capacity_product
56,60,46,Class_nonpolar_x_nonpolar_match
56,60,47,Solvent_self_hbond_proxy
56,60,48,Class_ester_x_solute_HBD
56,60,49,Cross_pos_area_abs_gap
56,60,50,Solute_signed_surface_imbalance
56,60,51,Solute_NumHAcceptors
56,60,52,Class_nonpolar_x_solute_TPSA_density
56,60,53,Cross_HBA_solute_x_HBD_solvent
56,60,54,Class_nonpolar_x_solute_sigma2
56,60,55,Solvent_MinAbsPartialCharge
56,60,56,Cross_hb_acc_moment_product
56,60,57,Solvent_LabuteASA
56,60,58,Solvent_M_hb_acc
56,60,59,Solvent_M_nonpolar
56,60,60,Class_nonpolar_x_solute_HB_capacity
57,33,1,Solute_BertzCT
57,33,2,Temperature_K
57,33,3,Solute_TPSA
57,33,4,Solute_HB_capacity
57,33,5,Solute_MolLogP
57,33,6,Solute_MolWt
57,33,7,Solvent_MaxPartialCharge
57,33,8,Solvent_pos_area_frac
57,33,9,Solute_BalabanJ
57,33,10,Solute_RingCount
57,33,11,Solute_MaxPartialCharge
57,33,12,Solute_polar_surface_density
57,33,13,Solute_NumAromaticRings
57,33,14,Solute_NumRotatableBonds
57,33,15,Solute_M_nonpolar
57,33,16,Solute_M_hb_don
57,33,17,Solute_MinAbsPartialCharge
57,33,18,Solute_sig3
57,33,19,Solute_LabuteASA
57,33,20,Solute_sig2
57,33,21,Cross_sigma2_abs_gap
57,33,22,Cross_logP_abs_gap
57,33,23,Cross_TPSA_density_abs_gap
57,33,24,Solute_MaxAbsPartialCharge
57,33,25,Cross_hb_don_moment_product
57,33,26,Solute_HeavyAtomCount
57,33,27,Solvent_BalabanJ
57,33,28,Cross_HB_directional_balance
57,33,29,Solute_M_hb_acc
57,33,30,Solute_MinPartialCharge
57,33,31,Solute_pos_area_frac
57,33,32,Solvent_MolLogP
57,33,33,Solvent_neg_area_frac
57,47,1,Solute_BertzCT
57,47,2,Temperature_K
57,47,3,Solute_TPSA
57,47,4,Solute_HB_capacity
57,47,5,Solute_MolLogP
57,47,6,Solute_MolWt
57,47,7,Solvent_MaxPartialCharge
57,47,8,Solvent_pos_area_frac
57,47,9,Solute_BalabanJ
57,47,10,Solute_RingCount
57,47,11,Solute_MaxPartialCharge
57,47,12,Solute_polar_surface_density
57,47,13,Solute_NumAromaticRings
57,47,14,Solute_NumRotatableBonds
57,47,15,Solute_M_nonpolar
57,47,16,Solute_M_hb_don
57,47,17,Solute_MinAbsPartialCharge
57,47,18,Solute_sig3
57,47,19,Solute_LabuteASA
57,47,20,Solute_sig2
57,47,21,Cross_sigma2_abs_gap
57,47,22,Cross_logP_abs_gap
57,47,23,Cross_TPSA_density_abs_gap
57,47,24,Solute_MaxAbsPartialCharge
57,47,25,Cross_hb_don_moment_product
57,47,26,Solute_HeavyAtomCount
57,47,27,Solvent_BalabanJ
57,47,28,Cross_HB_directional_balance
57,47,29,Solute_M_hb_acc
57,47,30,Solute_MinPartialCharge
57,47,31,Solute_pos_area_frac
57,47,32,Solvent_MolLogP
57,47,33,Solvent_neg_area_frac
57,47,34,Solvent_sigma_asymmetry_abs
57,47,35,Solvent_sig3
57,47,36,Cross_nonpolar_match
57,47,37,Cross_surface_imbalance_product
57,47,38,Solvent_hydrophobic_density
57,47,39,Solute_NumHDonors
57,47,40,Cross_sigma3_abs_gap
57,47,41,Class_ester_x_solute_HBD
57,47,42,Solute_neg_area_frac
57,47,43,Class_ester_x_solute_TPSA_density
57,47,44,Solvent_sig2
57,47,45,Cross_acc_to_don_surface
57,47,46,Solvent_LabuteASA
57,47,47,Cross_pos_area_abs_gap
57,60,1,Solute_BertzCT
57,60,2,Temperature_K
57,60,3,Solute_TPSA
57,60,4,Solute_HB_capacity
57,60,5,Solute_MolLogP
57,60,6,Solute_MolWt
57,60,7,Solvent_MaxPartialCharge
57,60,8,Solvent_pos_area_frac
57,60,9,Solute_BalabanJ
57,60,10,Solute_RingCount
57,60,11,Solute_MaxPartialCharge
57,60,12,Solute_polar_surface_density
57,60,13,Solute_NumAromaticRings
57,60,14,Solute_NumRotatableBonds
57,60,15,Solute_M_nonpolar
57,60,16,Solute_M_hb_don
57,60,17,Solute_MinAbsPartialCharge
57,60,18,Solute_sig3
57,60,19,Solute_LabuteASA
57,60,20,Solute_sig2
57,60,21,Cross_sigma2_abs_gap
57,60,22,Cross_logP_abs_gap
57,60,23,Cross_TPSA_density_abs_gap
57,60,24,Solute_MaxAbsPartialCharge
57,60,25,Cross_hb_don_moment_product
57,60,26,Solute_HeavyAtomCount
57,60,27,Solvent_BalabanJ
57,60,28,Cross_HB_directional_balance
57,60,29,Solute_M_hb_acc
57,60,30,Solute_MinPartialCharge
57,60,31,Solute_pos_area_frac
57,60,32,Solvent_MolLogP
57,60,33,Solvent_neg_area_frac
57,60,34,Solvent_sigma_asymmetry_abs
57,60,35,Solvent_sig3
57,60,36,Cross_nonpolar_match
57,60,37,Cross_surface_imbalance_product
57,60,38,Solvent_hydrophobic_density
57,60,39,Solute_NumHDonors
57,60,40,Cross_sigma3_abs_gap
57,60,41,Class_ester_x_solute_HBD
57,60,42,Solute_neg_area_frac
57,60,43,Class_ester_x_solute_TPSA_density
57,60,44,Solvent_sig2
57,60,45,Cross_acc_to_don_surface
57,60,46,Solvent_LabuteASA
57,60,47,Cross_pos_area_abs_gap
