learner,feature_layer,seed,SMILES_Solvent,Solvent_Name,n_rows,R2,MAE,RMSE
HistGradientBoosting,Sigma-Solv,44,CCCOC(C)=O,n-Propyl acetate,1046,0.9135353406039018,0.17450996644909422,0.2360859993335029
HistGradientBoosting,Sigma-Solv,44,CS(C)=O,DMSO,1076,0.642160951827548,0.4709937111193443,0.6170196839593045
HistGradientBoosting,Sigma-Solv,44,OCCO,Ethylene glycol,1111,0.7557013699612098,0.3937431761382096,0.5196890699078661
XGBoost,CAT-Solv-47,44,C1CCCCC1,Cyclohexane,1142,0.6242658298407322,0.6851794922599272,0.8764803284227038
XGBoost,CAT-Solv-47,44,CN1CCCC1=O,NMP,1049,0.6862045664977667,0.340432859978227,0.4391208374175526
XGBoost,CAT-Solv-47,44,CCCOC(C)=O,n-Propyl acetate,1046,0.9129440863884484,0.1856517913223293,0.23689181426649836
XGBoost,CAT-Solv-47,44,CS(C)=O,DMSO,1076,0.6618084040185344,0.4659733273711925,0.5998415697532256
XGBoost,CAT-Solv-47,44,OCCO,Ethylene glycol,1111,0.7204711696725321,0.4106506966423918,0.5558996116938764
RandomForest,CAT-Solv-47,44,C1CCCCC1,Cyclohexane,1142,0.5158090150944206,0.7635066652082163,0.9949704359777316
RandomForest,CAT-Solv-47,44,CN1CCCC1=O,NMP,1049,0.2914768608852637,0.5198042163042224,0.6598386571395172
RandomForest,CAT-Solv-47,44,CCCOC(C)=O,n-Propyl acetate,1046,0.9348100313884788,0.1514990937874033,0.2049940714665275
RandomForest,CAT-Solv-47,44,CS(C)=O,DMSO,1076,0.37411466349263145,0.5943375647052093,0.8160232681031261
RandomForest,CAT-Solv-47,44,OCCO,Ethylene glycol,1111,0.6806990612372525,0.4471996523113631,0.5941323018021685
ExtraTrees,CAT-Solv-47,44,C1CCCCC1,Cyclohexane,1142,0.6027455381221065,0.6751476163693431,0.901231201264483
ExtraTrees,CAT-Solv-47,44,CN1CCCC1=O,NMP,1049,0.6268883466439339,0.37849889872647685,0.4788286668183709
ExtraTrees,CAT-Solv-47,44,CCCOC(C)=O,n-Propyl acetate,1046,0.9618513345007005,0.11197067628191144,0.15681607890601074
ExtraTrees,CAT-Solv-47,44,CS(C)=O,DMSO,1076,0.5646598557383489,0.5191246090686197,0.6805648462863398
ExtraTrees,CAT-Solv-47,44,OCCO,Ethylene glycol,1111,0.686815686676562,0.43886923084503526,0.5884140953465502
HistGradientBoosting,CAT-Solv-47,44,C1CCCCC1,Cyclohexane,1142,0.6513449978073076,0.6596314798857875,0.8443058088039027
HistGradientBoosting,CAT-Solv-47,44,CN1CCCC1=O,NMP,1049,0.7245694187854826,0.31741690716050625,0.41140239501426756
HistGradientBoosting,CAT-Solv-47,44,CCCOC(C)=O,n-Propyl acetate,1046,0.9334864698734625,0.14841043243123142,0.2070646269611824
HistGradientBoosting,CAT-Solv-47,44,CS(C)=O,DMSO,1076,0.6974863503167099,0.4411880274418646,0.5673194087097855
HistGradientBoosting,CAT-Solv-47,44,OCCO,Ethylene glycol,1111,0.7090647842062816,0.4244660733572428,0.5671281617975439
XGBoost,2D-Min,45,C1CCCCC1,Cyclohexane,1142,0.22169096154937862,1.0093678035144604,1.2614727224207702
XGBoost,2D-Min,45,CN1CCCC1=O,NMP,1049,-0.33974409764445457,0.768896095778688,0.9073433541265289
XGBoost,2D-Min,45,CCCOC(C)=O,n-Propyl acetate,1046,0.8936478803126928,0.19432133722325148,0.26183276401366784
XGBoost,2D-Min,45,CS(C)=O,DMSO,1076,0.4628226334317699,0.5968837578358731,0.7559864420750453
XGBoost,2D-Min,45,OCCO,Ethylene glycol,1111,0.5385044749358741,0.5347164278272515,0.7142772438457408
RandomForest,2D-Min,45,C1CCCCC1,Cyclohexane,1142,0.40117853816734994,0.8622731560553994,1.1064976745780108
RandomForest,2D-Min,45,CN1CCCC1=O,NMP,1049,-0.8523465206379164,0.9133727824555383,1.0668954262621633
RandomForest,2D-Min,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9400469506471661,0.12599341984041068,0.19658779607341656
RandomForest,2D-Min,45,CS(C)=O,DMSO,1076,-0.09839852549503769,0.8303529323126267,1.0810234740284346
RandomForest,2D-Min,45,OCCO,Ethylene glycol,1111,0.721584121722576,0.4027910506833588,0.5547918428219303
ExtraTrees,2D-Min,45,C1CCCCC1,Cyclohexane,1142,0.24503708287154402,0.9909721155275039,1.2424091381685711
ExtraTrees,2D-Min,45,CN1CCCC1=O,NMP,1049,-0.04014502040337575,0.6724098642875562,0.7994801467328467
ExtraTrees,2D-Min,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9465097435357139,0.11415198986614135,0.18568988845356463
ExtraTrees,2D-Min,45,CS(C)=O,DMSO,1076,0.14852070509496762,0.7228116913612357,0.9517923282297648
ExtraTrees,2D-Min,45,OCCO,Ethylene glycol,1111,0.6775158914630681,0.424432867302954,0.5970864644986533
HistGradientBoosting,2D-Min,45,C1CCCCC1,Cyclohexane,1142,0.189034665623108,1.0348017286162974,1.2876652395326602
HistGradientBoosting,2D-Min,45,CN1CCCC1=O,NMP,1049,-0.47710125967385175,0.817184629129154,0.9527212907184633
HistGradientBoosting,2D-Min,45,CCCOC(C)=O,n-Propyl acetate,1046,0.883672985650511,0.1995945182022396,0.27383641851769397
HistGradientBoosting,2D-Min,45,CS(C)=O,DMSO,1076,0.06224680420374551,0.800168872498679,0.9988480599469179
HistGradientBoosting,2D-Min,45,OCCO,Ethylene glycol,1111,0.5880352900267345,0.5221492378570182,0.6748590472082093
XGBoost,2D-Elec,45,C1CCCCC1,Cyclohexane,1142,0.4981069762433359,0.8088449844464227,1.0129952444152117
XGBoost,2D-Elec,45,CN1CCCC1=O,NMP,1049,0.3968801487019826,0.48067171219563287,0.6087830442025994
XGBoost,2D-Elec,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9314007917486078,0.15340411930276865,0.21028605172292583
XGBoost,2D-Elec,45,CS(C)=O,DMSO,1076,0.3510155188839359,0.6919805418094461,0.830945059291076
XGBoost,2D-Elec,45,OCCO,Ethylene glycol,1111,0.6590959570130642,0.46004638224692546,0.6139021338915835
RandomForest,2D-Elec,45,C1CCCCC1,Cyclohexane,1142,0.5096405246363862,0.762852335607995,1.0012882339761167
RandomForest,2D-Elec,45,CN1CCCC1=O,NMP,1049,0.05475680130186855,0.5913694714383381,0.7621360713412944
RandomForest,2D-Elec,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9556384915421363,0.11222626172926954,0.16910407296219399
RandomForest,2D-Elec,45,CS(C)=O,DMSO,1076,-0.15639637250994243,0.8943605014789224,1.1091965607908705
RandomForest,2D-Elec,45,OCCO,Ethylene glycol,1111,0.700536198460441,0.4259491149594536,0.5753806251693658
ExtraTrees,2D-Elec,45,C1CCCCC1,Cyclohexane,1142,0.45880023182682494,0.819953549219391,1.051914951243196
ExtraTrees,2D-Elec,45,CN1CCCC1=O,NMP,1049,0.3451384969243666,0.515097237332308,0.634359527067105
ExtraTrees,2D-Elec,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9656651639061331,0.09621125390107321,0.14877104188719567
ExtraTrees,2D-Elec,45,CS(C)=O,DMSO,1076,-0.041111695509804314,0.8498014682094785,1.0524556807268435
ExtraTrees,2D-Elec,45,OCCO,Ethylene glycol,1111,0.6685248642541559,0.42505591514300906,0.6053527861811339
HistGradientBoosting,2D-Elec,45,C1CCCCC1,Cyclohexane,1142,0.49870238825675195,0.8144918667416777,1.0123941915018777
HistGradientBoosting,2D-Elec,45,CN1CCCC1=O,NMP,1049,0.39788910250463516,0.47038549353464504,0.6082736172057598
HistGradientBoosting,2D-Elec,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9233438227777826,0.15779547382780038,0.22229233820230124
HistGradientBoosting,2D-Elec,45,CS(C)=O,DMSO,1076,-0.23579403939800114,0.9390199057481183,1.1466429417585022
HistGradientBoosting,2D-Elec,45,OCCO,Ethylene glycol,1111,0.6655123108986789,0.44848793196605446,0.6080973853921843
XGBoost,Sigma-Solv,45,C1CCCCC1,Cyclohexane,1142,0.5652877270571033,0.7424096673261892,0.9427635384209051
XGBoost,Sigma-Solv,45,CN1CCCC1=O,NMP,1049,0.6540559899169625,0.3579451811496091,0.46106658012579477
XGBoost,Sigma-Solv,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9030691405692803,0.19378674582945687,0.2499665792209893
XGBoost,Sigma-Solv,45,CS(C)=O,DMSO,1076,0.6026825828914977,0.49808222841222743,0.6501655525941539
XGBoost,Sigma-Solv,45,OCCO,Ethylene glycol,1111,0.7225309372044819,0.4253002066717476,0.5538476925493767
RandomForest,Sigma-Solv,45,C1CCCCC1,Cyclohexane,1142,0.49960544916801364,0.7832046593900694,1.01148189338218
RandomForest,Sigma-Solv,45,CN1CCCC1=O,NMP,1049,0.5666314435827068,0.4088061402594709,0.5160472107851005
RandomForest,Sigma-Solv,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9569987334636504,0.11160811853739057,0.1664912978882919
RandomForest,Sigma-Solv,45,CS(C)=O,DMSO,1076,0.4491354194412426,0.5820645691316946,0.7655570821775279
RandomForest,Sigma-Solv,45,OCCO,Ethylene glycol,1111,0.6918245284535389,0.4338454897584271,0.5836897967500384
ExtraTrees,Sigma-Solv,45,C1CCCCC1,Cyclohexane,1142,0.5088295189069376,0.7742049097529204,1.002115907397433
ExtraTrees,Sigma-Solv,45,CN1CCCC1=O,NMP,1049,0.6872838608301305,0.3550395240914793,0.4383650124268964
ExtraTrees,Sigma-Solv,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9648619820752925,0.10079773207250745,0.15050105533479097
ExtraTrees,Sigma-Solv,45,CS(C)=O,DMSO,1076,0.5396374584273613,0.532342113446095,0.6998502845466589
ExtraTrees,Sigma-Solv,45,OCCO,Ethylene glycol,1111,0.6737853340055897,0.43629959843404315,0.6005301387169544
HistGradientBoosting,Sigma-Solv,45,C1CCCCC1,Cyclohexane,1142,0.5764042054262872,0.723176259178053,0.930631282412411
HistGradientBoosting,Sigma-Solv,45,CN1CCCC1=O,NMP,1049,0.7298129415196936,0.3223212041383084,0.40746753119542184
HistGradientBoosting,Sigma-Solv,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9136686792705675,0.17344629139301912,0.23590389292039185
HistGradientBoosting,Sigma-Solv,45,CS(C)=O,DMSO,1076,0.63142884203847,0.477905253112531,0.6262039857249962
HistGradientBoosting,Sigma-Solv,45,OCCO,Ethylene glycol,1111,0.7443716145880375,0.4101174946368442,0.5316032232739806
XGBoost,CAT-Solv-47,45,C1CCCCC1,Cyclohexane,1142,0.6465496371018453,0.6651633999110648,0.8500922227124813
XGBoost,CAT-Solv-47,45,CN1CCCC1=O,NMP,1049,0.7576328119030973,0.2998647711496969,0.3859203220141668
XGBoost,CAT-Solv-47,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9155138175203972,0.18441965237270636,0.2333693189004383
XGBoost,CAT-Solv-47,45,CS(C)=O,DMSO,1076,0.6429991842746379,0.4792377445122334,0.6162965807034892
XGBoost,CAT-Solv-47,45,OCCO,Ethylene glycol,1111,0.736862947375261,0.40299867970713255,0.5393542062453209
RandomForest,CAT-Solv-47,45,C1CCCCC1,Cyclohexane,1142,0.4936070965124334,0.7855865803898646,1.0175262746902378
RandomForest,CAT-Solv-47,45,CN1CCCC1=O,NMP,1049,0.25610153568616834,0.5362387459483088,0.6761103238701659
RandomForest,CAT-Solv-47,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9314752671229365,0.15350529347525985,0.21017187121129677
RandomForest,CAT-Solv-47,45,CS(C)=O,DMSO,1076,0.34974645108211666,0.6048268895898506,0.831757105365663
RandomForest,CAT-Solv-47,45,OCCO,Ethylene glycol,1111,0.6873471492419176,0.4469556766178322,0.5879146245354823
ExtraTrees,CAT-Solv-47,45,C1CCCCC1,Cyclohexane,1142,0.59790356810028,0.679071979826904,0.9067069332729484
ExtraTrees,CAT-Solv-47,45,CN1CCCC1=O,NMP,1049,0.6148917337644966,0.38555266519327974,0.4864656244235274
ExtraTrees,CAT-Solv-47,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9622116732002958,0.10810631010600416,0.15607370730320752
ExtraTrees,CAT-Solv-47,45,CS(C)=O,DMSO,1076,0.5146109071309546,0.545781213770924,0.7186214240342974
ExtraTrees,CAT-Solv-47,45,OCCO,Ethylene glycol,1111,0.678391680111041,0.43670799234621843,0.5962751422527545
HistGradientBoosting,CAT-Solv-47,45,C1CCCCC1,Cyclohexane,1142,0.6665926781449727,0.6437303492851594,0.8256374683373967
HistGradientBoosting,CAT-Solv-47,45,CN1CCCC1=O,NMP,1049,0.7679459778926923,0.28860367760852196,0.37762025964097146
HistGradientBoosting,CAT-Solv-47,45,CCCOC(C)=O,n-Propyl acetate,1046,0.9291894369800382,0.14945221411228518,0.21364854475294792
HistGradientBoosting,CAT-Solv-47,45,CS(C)=O,DMSO,1076,0.6655409985598991,0.4446382037544249,0.5965221828336701
HistGradientBoosting,CAT-Solv-47,45,OCCO,Ethylene glycol,1111,0.7180099274735634,0.41097652859716854,0.5583415870364581
XGBoost,2D-Min,46,C1CCCCC1,Cyclohexane,1142,0.24510847889715026,0.9928365663637647,1.24235039013614
XGBoost,2D-Min,46,CN1CCCC1=O,NMP,1049,-0.4373687831582802,0.8097635387137484,0.9398203414863375
XGBoost,2D-Min,46,CCCOC(C)=O,n-Propyl acetate,1046,0.8815020300003903,0.19936126676394947,0.2763798459898029
XGBoost,2D-Min,46,CS(C)=O,DMSO,1076,0.4745402350015847,0.5926351416365077,0.7476957079042134
XGBoost,2D-Min,46,OCCO,Ethylene glycol,1111,0.5585649674611097,0.5342977341350912,0.6985805102956664
RandomForest,2D-Min,46,C1CCCCC1,Cyclohexane,1142,0.37176745240005726,0.8763519177636278,1.1333447660304692
RandomForest,2D-Min,46,CN1CCCC1=O,NMP,1049,-0.8620658779761223,0.9161549566076047,1.0696907917540008
RandomForest,2D-Min,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9404377125287754,0.12427949787146268,0.19594608893562693
RandomForest,2D-Min,46,CS(C)=O,DMSO,1076,-0.06212919066517708,0.8256170905974318,1.0630258520255422
RandomForest,2D-Min,46,OCCO,Ethylene glycol,1111,0.7222591879834457,0.40969957956686043,0.5541188414195897
ExtraTrees,2D-Min,46,C1CCCCC1,Cyclohexane,1142,0.2500144008133256,0.9973536863291733,1.238306889479107
ExtraTrees,2D-Min,46,CN1CCCC1=O,NMP,1049,-0.04193271226670525,0.6740256510208419,0.8001668829822661
ExtraTrees,2D-Min,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9469875770389734,0.11365144999550715,0.18485863523440213
ExtraTrees,2D-Min,46,CS(C)=O,DMSO,1076,0.16520476408357343,0.7189846043871846,0.9424213906077482
ExtraTrees,2D-Min,46,OCCO,Ethylene glycol,1111,0.681285974589627,0.41953671013826976,0.5935860074977984
HistGradientBoosting,2D-Min,46,C1CCCCC1,Cyclohexane,1142,0.4393605054465638,0.8529789045573244,1.070640508686006
HistGradientBoosting,2D-Min,46,CN1CCCC1=O,NMP,1049,-0.10609610950449411,0.6800720524310644,0.824436419982778
HistGradientBoosting,2D-Min,46,CCCOC(C)=O,n-Propyl acetate,1046,0.8811253606335784,0.19786390568610615,0.27681876162750224
HistGradientBoosting,2D-Min,46,CS(C)=O,DMSO,1076,0.07498206442203836,0.797122095655375,0.9920423918157036
HistGradientBoosting,2D-Min,46,OCCO,Ethylene glycol,1111,0.4766942830344033,0.5895976253326296,0.7606078559432814
XGBoost,2D-Elec,46,C1CCCCC1,Cyclohexane,1142,0.5053671803685036,0.7893189257057347,1.0056417416672983
XGBoost,2D-Elec,46,CN1CCCC1=O,NMP,1049,0.3904878405568939,0.4815095712556841,0.6120007063025493
XGBoost,2D-Elec,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9308686038154531,0.15080416134216618,0.2111001681620466
XGBoost,2D-Elec,46,CS(C)=O,DMSO,1076,0.41794588704535696,0.6367176980008149,0.7869313282489909
XGBoost,2D-Elec,46,OCCO,Ethylene glycol,1111,0.7179992416611634,0.4229519086656456,0.558352165914075
RandomForest,2D-Elec,46,C1CCCCC1,Cyclohexane,1142,0.5127243278323024,0.7554405166220678,0.9981347863667793
RandomForest,2D-Elec,46,CN1CCCC1=O,NMP,1049,0.014279773040695831,0.6102117025746103,0.7782830470769055
RandomForest,2D-Elec,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9585230968623171,0.11000344583521919,0.16351367386226795
RandomForest,2D-Elec,46,CS(C)=O,DMSO,1076,-0.1802524258367637,0.9030662352078963,1.1205793237176873
RandomForest,2D-Elec,46,OCCO,Ethylene glycol,1111,0.7035447284512379,0.42409537352118454,0.5724830803980602
ExtraTrees,2D-Elec,46,C1CCCCC1,Cyclohexane,1142,0.43354570451333485,0.8401098900504722,1.0761783830278628
ExtraTrees,2D-Elec,46,CN1CCCC1=O,NMP,1049,0.3667654365088654,0.5118083691528367,0.6237966558821569
ExtraTrees,2D-Elec,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9620350730807317,0.09858705566436121,0.15643797994900213
ExtraTrees,2D-Elec,46,CS(C)=O,DMSO,1076,-0.012086504647689678,0.8392928188170847,1.0376812535212498
ExtraTrees,2D-Elec,46,OCCO,Ethylene glycol,1111,0.6734907673729786,0.42826161881791497,0.6008012120983831
HistGradientBoosting,2D-Elec,46,C1CCCCC1,Cyclohexane,1142,0.40298868627863915,0.8919455395332625,1.104824019965257
HistGradientBoosting,2D-Elec,46,CN1CCCC1=O,NMP,1049,0.36705692567487014,0.47984323046544697,0.6236530669917394
HistGradientBoosting,2D-Elec,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9178873165773546,0.16165959527059542,0.23006790496550167
HistGradientBoosting,2D-Elec,46,CS(C)=O,DMSO,1076,-0.14168273147247246,0.9008747567158147,1.102117428125898
HistGradientBoosting,2D-Elec,46,OCCO,Ethylene glycol,1111,0.636390526053026,0.4612728111637881,0.6340166487431875
XGBoost,Sigma-Solv,46,C1CCCCC1,Cyclohexane,1142,0.583474227049211,0.7344958724530873,0.9228322567585625
XGBoost,Sigma-Solv,46,CN1CCCC1=O,NMP,1049,0.663759181587877,0.35067012163806677,0.45455449147246096
XGBoost,Sigma-Solv,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9269112035744324,0.16164622268578632,0.2170582615676911
XGBoost,Sigma-Solv,46,CS(C)=O,DMSO,1076,0.6049002378558377,0.49723360592172167,0.6483485413401316
XGBoost,Sigma-Solv,46,OCCO,Ethylene glycol,1111,0.7294546467524182,0.4132141152856074,0.5468939343613678
RandomForest,Sigma-Solv,46,C1CCCCC1,Cyclohexane,1142,0.5116391475911721,0.77676655579573,0.9992456090732623
RandomForest,Sigma-Solv,46,CN1CCCC1=O,NMP,1049,0.605436718615813,0.39386851271555445,0.49240116268091705
RandomForest,Sigma-Solv,46,CCCOC(C)=O,n-Propyl acetate,1046,0.954442823371607,0.11557145955266235,0.17136783728608365
RandomForest,Sigma-Solv,46,CS(C)=O,DMSO,1076,0.47685607806757646,0.5649285213117214,0.7460462400481475
RandomForest,Sigma-Solv,46,OCCO,Ethylene glycol,1111,0.6870460720102395,0.4354759462740338,0.5881976302943382
ExtraTrees,Sigma-Solv,46,C1CCCCC1,Cyclohexane,1142,0.5123446531291787,0.7629496385148913,0.9985235732059758
ExtraTrees,Sigma-Solv,46,CN1CCCC1=O,NMP,1049,0.6703817520065993,0.3605652380576695,0.45005579662909284
ExtraTrees,Sigma-Solv,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9657035642000196,0.10157525534889474,0.14868782538470962
ExtraTrees,Sigma-Solv,46,CS(C)=O,DMSO,1076,0.5638762869281808,0.5185134191914285,0.6811770453353618
ExtraTrees,Sigma-Solv,46,OCCO,Ethylene glycol,1111,0.6823184048208328,0.43479557104204325,0.5926238075393293
HistGradientBoosting,Sigma-Solv,46,C1CCCCC1,Cyclohexane,1142,0.5524318519039597,0.7610726237674776,0.9566022826149164
HistGradientBoosting,Sigma-Solv,46,CN1CCCC1=O,NMP,1049,0.6707457632959181,0.3471399510478372,0.44980722021288644
HistGradientBoosting,Sigma-Solv,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9126433972699073,0.17420585496825286,0.23730057104409877
HistGradientBoosting,Sigma-Solv,46,CS(C)=O,DMSO,1076,0.6449395843258385,0.4707771680110548,0.6146194258388985
HistGradientBoosting,Sigma-Solv,46,OCCO,Ethylene glycol,1111,0.7205107597458069,0.41509509431803127,0.5558602438661467
XGBoost,CAT-Solv-47,46,C1CCCCC1,Cyclohexane,1142,0.6556021717594405,0.6540834185695119,0.8391353735631579
XGBoost,CAT-Solv-47,46,CN1CCCC1=O,NMP,1049,0.714233138604516,0.32894699815382183,0.41905079493149877
XGBoost,CAT-Solv-47,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9043185256227368,0.1958280223685381,0.24835038905096646
XGBoost,CAT-Solv-47,46,CS(C)=O,DMSO,1076,0.6713376609928716,0.457344550005638,0.5913302888909041
XGBoost,CAT-Solv-47,46,OCCO,Ethylene glycol,1111,0.721495515399684,0.4098548023322044,0.5548801175189949
RandomForest,CAT-Solv-47,46,C1CCCCC1,Cyclohexane,1142,0.5166663918866559,0.7598911209490459,0.9940891282281283
RandomForest,CAT-Solv-47,46,CN1CCCC1=O,NMP,1049,0.3356779809233451,0.5080553109373448,0.6389252625425631
RandomForest,CAT-Solv-47,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9373244327367033,0.14506759143595388,0.20100184874629895
RandomForest,CAT-Solv-47,46,CS(C)=O,DMSO,1076,0.39234820603529175,0.5854368584086697,0.8040490556387198
RandomForest,CAT-Solv-47,46,OCCO,Ethylene glycol,1111,0.6792142275982116,0.44750051602490265,0.5955121355220354
ExtraTrees,CAT-Solv-47,46,C1CCCCC1,Cyclohexane,1142,0.6160184661209414,0.6762048119959513,0.8860474837101504
ExtraTrees,CAT-Solv-47,46,CN1CCCC1=O,NMP,1049,0.6294053262281104,0.37582204004656133,0.47721086501537746
ExtraTrees,CAT-Solv-47,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9647395815207492,0.10599015563591938,0.15076295681942353
ExtraTrees,CAT-Solv-47,46,CS(C)=O,DMSO,1076,0.5530550826787113,0.5257938542477951,0.6895760277925237
ExtraTrees,CAT-Solv-47,46,OCCO,Ethylene glycol,1111,0.6818296028988773,0.43711267566425865,0.5930795536677437
HistGradientBoosting,CAT-Solv-47,46,C1CCCCC1,Cyclohexane,1142,0.6675797462407111,0.6519983461764818,0.8244143930974633
HistGradientBoosting,CAT-Solv-47,46,CN1CCCC1=O,NMP,1049,0.7201720885226237,0.31771303015492325,0.4146734709275273
HistGradientBoosting,CAT-Solv-47,46,CCCOC(C)=O,n-Propyl acetate,1046,0.9334175890536822,0.14774192961953322,0.20717181635959428
HistGradientBoosting,CAT-Solv-47,46,CS(C)=O,DMSO,1076,0.6616574176381356,0.4524785145048723,0.5999754551043126
HistGradientBoosting,CAT-Solv-47,46,OCCO,Ethylene glycol,1111,0.7319587497749935,0.40527971199658824,0.5443570909447231
XGBoost,2D-Min,47,C1CCCCC1,Cyclohexane,1142,0.25556990118093825,0.993303831605754,1.2337120002133057
XGBoost,2D-Min,47,CN1CCCC1=O,NMP,1049,-0.37515005094416987,0.7967511636382103,0.919254534835476
XGBoost,2D-Min,47,CCCOC(C)=O,n-Propyl acetate,1046,0.8895502124514276,0.1952665540716271,0.266829202180221
XGBoost,2D-Min,47,CS(C)=O,DMSO,1076,0.41225778951496983,0.6230671912268265,0.7907671052252762
XGBoost,2D-Min,47,OCCO,Ethylene glycol,1111,0.5622956389193494,0.5254644642328566,0.6956223126920711
RandomForest,2D-Min,47,C1CCCCC1,Cyclohexane,1142,0.38987045861367076,0.8648924538693404,1.116896303583254
RandomForest,2D-Min,47,CN1CCCC1=O,NMP,1049,-0.8997710520411892,0.9238508989698597,1.0804666571964099
RandomForest,2D-Min,47,CCCOC(C)=O,n-Propyl acetate,1046,0.9364623328891659,0.12682619138349438,0.20237951357268577
RandomForest,2D-Min,47,CS(C)=O,DMSO,1076,-0.11441759161134946,0.8357666594685862,1.0888777748723888
RandomForest,2D-Min,47,OCCO,Ethylene glycol,1111,0.7177578576447332,0.40526870682050053,0.5585910809797884
ExtraTrees,2D-Min,47,C1CCCCC1,Cyclohexane,1142,0.2369096703904774,0.9966898351189171,1.2490786981750737
ExtraTrees,2D-Min,47,CN1CCCC1=O,NMP,1049,-0.06202920112109478,0.6750344900376842,0.8078467188993912
ExtraTrees,2D-Min,47,CCCOC(C)=O,n-Propyl acetate,1046,0.9420546930230345,0.11923947232217345,0.1932680430693062
ExtraTrees,2D-Min,47,CS(C)=O,DMSO,1076,0.14548791522511273,0.7281047050433764,0.9534858634472141
ExtraTrees,2D-Min,47,OCCO,Ethylene glycol,1111,0.6924093977249388,0.4187837215166043,0.5831356573323994
HistGradientBoosting,2D-Min,47,C1CCCCC1,Cyclohexane,1142,0.27436011441387087,0.9709071814797614,1.2180423824652549
HistGradientBoosting,2D-Min,47,CN1CCCC1=O,NMP,1049,-0.2061309354433003,0.7206837139657819,0.8609104206975322
HistGradientBoosting,2D-Min,47,CCCOC(C)=O,n-Propyl acetate,1046,0.8952897412199745,0.19259393723088672,0.2598038195902918
HistGradientBoosting,2D-Min,47,CS(C)=O,DMSO,1076,0.10629897348775141,0.7788732566228302,0.9751047732673352
HistGradientBoosting,2D-Min,47,OCCO,Ethylene glycol,1111,0.6421785495659637,0.4687452675580913,0.6289501904364478
XGBoost,2D-Elec,47,C1CCCCC1,Cyclohexane,1142,0.48560185258583477,0.8144075986487977,1.0255374513849425
XGBoost,2D-Elec,47,CN1CCCC1=O,NMP,1049,0.403099720984637,0.47946525476190843,0.6056359231324623
XGBoost,2D-Elec,47,CCCOC(C)=O,n-Propyl acetate,1046,0.9319301490823231,0.14954103969820154,0.20947312656574177
XGBoost,2D-Elec,47,CS(C)=O,DMSO,1076,0.37674905179960305,0.6668319255849001,0.8143041121489941
XGBoost,2D-Elec,47,OCCO,Ethylene glycol,1111,0.7043309126262116,0.4295397043445401,0.571723478574167
RandomForest,2D-Elec,47,C1CCCCC1,Cyclohexane,1142,0.5145542728752084,0.7472343831135165,0.9962587950091041
RandomForest,2D-Elec,47,CN1CCCC1=O,NMP,1049,0.023295843776932612,0.5952172783605498,0.774715516294585
RandomForest,2D-Elec,47,CCCOC(C)=O,n-Propyl acetate,1046,0.9576261474552172,0.10972627083626718,0.1652722314149698
RandomForest,2D-Elec,47,CS(C)=O,DMSO,1076,-0.1810037807651954,0.9057152451459679,1.1209359503273348
RandomForest,2D-Elec,47,OCCO,Ethylene glycol,1111,0.7085447660400597,0.42071487878287916,0.5676347785021778
ExtraTrees,2D-Elec,47,C1CCCCC1,Cyclohexane,1142,0.4851889569663047,0.8003193490744513,1.0259489565450708
ExtraTrees,2D-Elec,47,CN1CCCC1=O,NMP,1049,0.3513044809645842,0.5144994299394213,0.6313659921188945
ExtraTrees,2D-Elec,47,CCCOC(C)=O,n-Propyl acetate,1046,0.9619826283073016,0.09903154596626515,0.15654599441998981
ExtraTrees,2D-Elec,47,CS(C)=O,DMSO,1076,-0.07528023159721076,0.8704826002392382,1.0695866774374316
ExtraTrees,2D-Elec,47,OCCO,Ethylene glycol,1111,0.6478491242875548,0.43645884995946793,0.6239466444047325
HistGradientBoosting,2D-Elec,47,C1CCCCC1,Cyclohexane,1142,0.5219577211941928,0.7906958050699254,0.9886327225523797
HistGradientBoosting,2D-Elec,47,CN1CCCC1=O,NMP,1049,0.4097019136425797,0.4531124000327756,0.6022772018532808
